# LOD divergence curve — how fast two tiers of the same scenario come apart.
# The rate is the reading. Flatness is NOT the target: a coarser decision cadence
# genuinely changes behaviour, and this measures what that costs. A gate built on this
# file asserts the curve has not worsened beyond a stated tolerance, never that it is flat.
# 'state' (count/hunger/age) is the reading; 'position' (centroid/dispersion) is diagnostic.
# pair=fidelity scenario=predator_prey ticks=3000 sample=5 quantum=16
# a_tier=Full a_seed=42 b_tier=Minimal b_seed=42
# onset_tick=5 onset=3 species differ (Deer, Rabbit, Wolf); largest component centroid=0.064884
# divergence_final=0.178047 divergence_mean=0.179744 state_mean=0.066434 position_mean=0.463019 samples=601
# window_growth=0..300 n=61 divergence=0.081780 state=0.016035 position=0.246141
# window_plateau=1800..3000 n=241 divergence=0.208723 state=0.090226 position=0.504965
# component_count kind=State mean=0.099558 growth=0.000000 plateau=0.155133
# component_hunger_mean kind=State mean=0.200543 growth=0.065784 plateau=0.260275
# component_hunger_spread kind=State mean=0.025148 growth=0.013864 plateau=0.023950
# component_age_mean kind=State mean=0.005142 growth=0.000460 plateau=0.008488
# component_age_spread kind=State mean=0.001778 growth=0.000070 plateau=0.003285
# component_centroid kind=Position mean=0.604862 growth=0.325885 plateau=0.643316
# component_dispersion kind=Position mean=0.321175 growth=0.166396 plateau=0.366613
# ceiling_plateau divergence=0.190178 state=0.080610 position=0.464099
# ceiling_fraction divergence=1.0975 state=1.1193 position=1.0881
sample_tick,divergence,state,position,count,hunger_mean,hunger_spread,age_mean,age_spread,centroid,dispersion,species_compared,checksums_differ,population_a,population_b
905,0.170342,0.037407,0.502680,0.020833,0.155521,0.007590,0.002119,0.000974,0.579856,0.425504,3,1,47,48
910,0.170300,0.037256,0.502911,0.020833,0.155103,0.007400,0.002061,0.000882,0.579847,0.425975,3,1,47,48
915,0.170519,0.037381,0.503366,0.020833,0.155849,0.007190,0.002120,0.000911,0.579603,0.427128,3,1,47,48
920,0.170932,0.037736,0.503924,0.020833,0.156540,0.008224,0.002202,0.000878,0.579325,0.428523,3,1,47,48
925,0.171838,0.038751,0.504557,0.020833,0.157570,0.012247,0.002124,0.000978,0.579757,0.429357,3,1,47,48
930,0.172204,0.038973,0.505281,0.020833,0.158669,0.012410,0.002066,0.000886,0.579503,0.431060,3,1,47,48
935,0.177583,0.043413,0.513008,0.041667,0.159332,0.013843,0.001739,0.000487,0.603170,0.422845,3,1,46,48
940,0.177804,0.043671,0.513136,0.041667,0.159827,0.014587,0.001819,0.000455,0.603189,0.423084,3,1,46,48
945,0.183158,0.048156,0.520663,0.062500,0.159876,0.015950,0.002155,0.000298,0.630992,0.410335,3,1,45,48
950,0.182837,0.048453,0.518798,0.062500,0.160423,0.017068,0.002094,0.000178,0.630572,0.407025,3,1,45,48
955,0.182280,0.048398,0.516986,0.062500,0.159971,0.017214,0.002151,0.000152,0.629989,0.403983,3,1,45,48
960,0.181539,0.048678,0.513691,0.062500,0.160648,0.017832,0.002232,0.000176,0.629332,0.398050,3,1,45,48
965,0.181186,0.049868,0.509481,0.062500,0.161821,0.022572,0.002152,0.000295,0.628964,0.389998,3,1,45,48
970,0.180451,0.050389,0.505607,0.062500,0.163128,0.024051,0.002092,0.000173,0.628456,0.382759,3,1,45,48
975,0.179825,0.050545,0.503026,0.062500,0.163539,0.024388,0.002148,0.000148,0.627885,0.378166,3,1,45,48
980,0.179468,0.050513,0.501855,0.062500,0.163778,0.023887,0.002229,0.000172,0.627395,0.376315,3,1,45,48
985,0.179970,0.051758,0.500499,0.062500,0.166192,0.027659,0.002150,0.000291,0.626845,0.374152,3,1,45,48
990,0.179165,0.051502,0.498322,0.062500,0.165845,0.026906,0.002089,0.000169,0.626032,0.370612,3,1,45,48
995,0.178349,0.051491,0.495493,0.062500,0.166390,0.026276,0.002146,0.000145,0.625397,0.365589,3,1,45,48
1000,0.177681,0.051855,0.492246,0.062500,0.167438,0.026944,0.002226,0.000168,0.624925,0.359567,3,1,45,48
1005,0.177477,0.052978,0.488722,0.062500,0.168809,0.031148,0.002148,0.000287,0.624458,0.352986,3,1,45,48
1010,0.176567,0.053187,0.485018,0.062500,0.169212,0.031971,0.002087,0.000165,0.623978,0.346058,3,1,45,48
1015,0.175630,0.053404,0.481194,0.062500,0.169732,0.032506,0.002143,0.000141,0.623449,0.338938,3,1,45,48
1020,0.174516,0.053397,0.477313,0.062500,0.170225,0.031874,0.002224,0.000164,0.623109,0.331517,3,1,45,48
1025,0.174213,0.054425,0.473681,0.062500,0.172091,0.035107,0.002145,0.000283,0.623560,0.323803,3,1,45,48
1030,0.173463,0.054765,0.470209,0.062500,0.173514,0.035564,0.002084,0.000161,0.625056,0.315362,3,1,45,48
1035,0.172700,0.055000,0.466949,0.062500,0.174381,0.035842,0.002140,0.000137,0.627225,0.306673,3,1,45,48
1040,0.171696,0.054866,0.463771,0.062500,0.174126,0.035324,0.002221,0.000160,0.630065,0.297477,3,1,45,48
1045,0.171143,0.055498,0.460256,0.062500,0.176541,0.036031,0.002142,0.000279,0.632617,0.287896,3,1,45,48
1050,0.170017,0.055520,0.456259,0.062500,0.177272,0.035589,0.002081,0.000157,0.634083,0.278436,3,1,45,48
1055,0.168899,0.055438,0.452550,0.062500,0.177006,0.035414,0.002138,0.000134,0.636534,0.268567,3,1,45,48
1060,0.167698,0.055272,0.448764,0.062500,0.177123,0.034361,0.002218,0.000156,0.639247,0.258280,3,1,45,48
1065,0.166876,0.055630,0.444992,0.062500,0.178661,0.034573,0.002139,0.000275,0.641194,0.248789,3,1,45,48
1070,0.165800,0.055781,0.440849,0.062500,0.179176,0.034996,0.002079,0.000153,0.642443,0.239255,3,1,45,48
1075,0.164688,0.055917,0.436614,0.062500,0.179542,0.035277,0.002136,0.000130,0.644199,0.229028,3,1,45,48
1080,0.163429,0.055736,0.432662,0.062500,0.179413,0.034398,0.002216,0.000152,0.645186,0.220139,3,1,45,48
1085,0.162346,0.055768,0.428791,0.062500,0.179412,0.034520,0.002136,0.000271,0.646710,0.210872,3,1,45,48
1090,0.161238,0.055994,0.424348,0.062500,0.181141,0.034105,0.002076,0.000149,0.647234,0.201462,3,1,45,48
1095,0.160170,0.056078,0.420402,0.062500,0.181698,0.033930,0.002133,0.000126,0.648239,0.192565,3,1,45,48
1100,0.159069,0.055919,0.416943,0.062500,0.181061,0.033675,0.002213,0.000148,0.648807,0.185079,3,1,45,48
1105,0.158319,0.056100,0.413868,0.062500,0.181943,0.033653,0.002134,0.000268,0.649502,0.178235,3,1,45,48
1110,0.157334,0.056034,0.410582,0.062500,0.182134,0.033317,0.002074,0.000145,0.650179,0.170986,3,1,45,48
1115,0.156120,0.056083,0.406212,0.062500,0.182883,0.032778,0.002131,0.000122,0.651940,0.160483,3,1,45,48
1120,0.155337,0.056840,0.401580,0.062500,0.183778,0.035568,0.002211,0.000144,0.652489,0.150671,3,1,45,48
1125,0.154148,0.057028,0.396947,0.062500,0.184092,0.036152,0.002131,0.000263,0.652613,0.141281,3,1,45,48
1130,0.152822,0.057175,0.391938,0.062500,0.185020,0.036145,0.002071,0.000140,0.652843,0.131033,3,1,45,48
1135,0.151364,0.057129,0.386952,0.062500,0.184950,0.035948,0.002128,0.000119,0.652677,0.121227,3,1,45,48
1140,0.150142,0.057456,0.381859,0.062500,0.185430,0.037002,0.002208,0.000140,0.653369,0.110349,3,1,45,48
1145,0.148799,0.057622,0.376744,0.062500,0.185865,0.037355,0.002128,0.000260,0.653594,0.099894,3,1,45,48
1150,0.147178,0.057515,0.371336,0.062500,0.185872,0.036996,0.002068,0.000137,0.654248,0.088425,3,1,45,48
1155,0.145604,0.057425,0.366054,0.062500,0.185799,0.036584,0.002125,0.000115,0.655043,0.077064,3,1,45,48
1160,0.144256,0.057612,0.360867,0.062500,0.186917,0.036299,0.002206,0.000136,0.655384,0.066349,3,1,45,48
1165,0.142873,0.057787,0.355586,0.062500,0.187440,0.036615,0.002126,0.000256,0.656188,0.054983,3,1,45,48
1170,0.141261,0.057754,0.350030,0.062500,0.187589,0.036481,0.002066,0.000132,0.656229,0.043832,3,1,45,48
1175,0.141045,0.057802,0.349152,0.062500,0.188237,0.036038,0.002122,0.000111,0.655973,0.042331,3,1,45,48
1180,0.152961,0.070109,0.360093,0.113426,0.190501,0.039591,0.005383,0.001644,0.672316,0.047869,3,1,45,48
1185,0.153780,0.070657,0.361589,0.113426,0.198626,0.034113,0.005579,0.001542,0.672602,0.050576,3,1,45,48
1190,0.154039,0.070737,0.362292,0.113426,0.198821,0.034256,0.005569,0.001614,0.673096,0.051489,3,1,45,48
1195,0.154365,0.070944,0.362917,0.113426,0.200026,0.034188,0.005471,0.001610,0.673675,0.052159,3,1,45,48
1200,0.154323,0.070759,0.363231,0.113426,0.199751,0.033611,0.005377,0.001631,0.674215,0.052247,3,1,45,48
1205,0.154631,0.070698,0.364463,0.113426,0.199804,0.033159,0.005573,0.001530,0.674722,0.054204,3,1,45,48
1210,0.154199,0.070943,0.362338,0.113426,0.200926,0.033199,0.005564,0.001601,0.675587,0.049088,3,1,45,48
1215,0.153194,0.070869,0.359008,0.113426,0.200157,0.033697,0.005465,0.001597,0.676638,0.041378,3,1,45,48
1220,0.152092,0.070877,0.355130,0.113426,0.200726,0.033242,0.005372,0.001618,0.677489,0.032771,3,1,45,48
1225,0.151083,0.070838,0.351695,0.113426,0.200614,0.033068,0.005567,0.001517,0.678211,0.025178,3,1,45,48
1230,0.149968,0.070781,0.347935,0.113426,0.200510,0.032824,0.005558,0.001588,0.678736,0.017134,3,1,45,48
1235,0.149043,0.070901,0.344398,0.113426,0.201595,0.032441,0.005459,0.001585,0.679307,0.009488,3,1,45,48
1240,0.150643,0.071253,0.349119,0.113426,0.202157,0.033712,0.005366,0.001605,0.679771,0.018467,3,1,45,48
1245,0.152025,0.071281,0.353886,0.113426,0.202130,0.033782,0.005561,0.001504,0.680007,0.027764,3,1,45,48
1250,0.153351,0.071113,0.358948,0.113426,0.201186,0.033824,0.005552,0.001575,0.680037,0.037859,3,1,45,48
1255,0.154990,0.070918,0.365168,0.113426,0.200663,0.033475,0.005454,0.001572,0.680176,0.050160,3,1,45,48
1260,0.157105,0.071071,0.372190,0.113426,0.201289,0.033690,0.005360,0.001592,0.680594,0.063787,3,1,45,48
1265,0.158937,0.070961,0.378876,0.113426,0.201475,0.032857,0.005556,0.001492,0.680898,0.076855,3,1,45,48
1270,0.160728,0.071438,0.383952,0.113426,0.203266,0.033390,0.005547,0.001562,0.681137,0.086767,3,1,45,48
1275,0.162338,0.071558,0.389287,0.113426,0.203879,0.033479,0.005448,0.001559,0.681451,0.097122,3,1,45,48
1280,0.164565,0.071664,0.396815,0.113426,0.204574,0.033389,0.005354,0.001579,0.681631,0.111999,3,1,45,48
1285,0.167067,0.071681,0.405531,0.113426,0.204401,0.033547,0.005550,0.001479,0.681640,0.129423,3,1,45,48
1290,0.169767,0.071899,0.414438,0.113426,0.204436,0.034544,0.005540,0.001549,0.681661,0.147215,3,1,45,48
1295,0.172605,0.072312,0.423338,0.113426,0.205118,0.036027,0.005442,0.001547,0.681597,0.165078,3,1,45,48
1300,0.174950,0.071987,0.432359,0.113426,0.204520,0.035073,0.005349,0.001566,0.681662,0.183056,3,1,45,48
1305,0.177412,0.072008,0.440924,0.113426,0.205030,0.034574,0.005545,0.001466,0.681719,0.200129,3,1,45,48
1310,0.179760,0.072088,0.448940,0.113426,0.205058,0.034885,0.005535,0.001537,0.681860,0.216021,3,1,45,48
1315,0.182411,0.072575,0.457002,0.113426,0.205523,0.036953,0.005436,0.001534,0.682304,0.231700,3,1,45,48
1320,0.184608,0.072591,0.464649,0.113426,0.205703,0.036930,0.005343,0.001553,0.682875,0.246424,3,1,45,48
1325,0.186598,0.072712,0.471314,0.113426,0.206676,0.036464,0.005539,0.001454,0.683117,0.259511,3,1,45,48
1330,0.188916,0.073066,0.478541,0.113426,0.207724,0.037128,0.005530,0.001523,0.683333,0.273749,3,1,45,48
1335,0.191142,0.073075,0.486311,0.113426,0.208003,0.036992,0.005430,0.001521,0.683578,0.289044,3,1,45,48
1340,0.193209,0.072984,0.493772,0.113426,0.208347,0.036270,0.005337,0.001540,0.683654,0.303890,3,1,45,48
1345,0.195053,0.073219,0.499639,0.113426,0.210064,0.035632,0.005533,0.001441,0.683822,0.315456,3,1,45,48
1350,0.196429,0.073205,0.504489,0.113426,0.209848,0.035718,0.005524,0.001511,0.684438,0.324541,3,1,45,48
1355,0.198263,0.073761,0.509517,0.113426,0.210476,0.037966,0.005425,0.001513,0.684866,0.334168,3,1,45,48
1360,0.200758,0.076685,0.510943,0.127315,0.213849,0.034816,0.005786,0.001658,0.683307,0.338578,3,1,44,48
1365,0.201128,0.076816,0.511909,0.127315,0.214355,0.034869,0.005982,0.001559,0.683419,0.340398,3,1,44,48
1370,0.201274,0.077263,0.511303,0.127315,0.216362,0.035034,0.005974,0.001628,0.683778,0.338827,3,1,44,48
1375,0.201288,0.077817,0.509966,0.127315,0.217438,0.036819,0.005875,0.001638,0.684128,0.335805,3,1,44,48
1380,0.200874,0.077787,0.508592,0.127315,0.217848,0.036346,0.005782,0.001644,0.684416,0.332767,3,1,44,48
1385,0.200644,0.078356,0.506365,0.127315,0.219559,0.037382,0.005979,0.001545,0.684681,0.328050,3,1,44,48
1390,0.193019,0.070365,0.499653,0.090278,0.221866,0.035751,0.003166,0.000764,0.684900,0.314407,3,1,44,49
1395,0.194299,0.074831,0.492969,0.104167,0.227571,0.038829,0.002557,0.001034,0.684441,0.301497,3,1,43,49
1400,0.195527,0.077942,0.489489,0.118056,0.230106,0.037684,0.003033,0.000833,0.682623,0.296356,3,1,42,49
1405,0.196312,0.078096,0.491851,0.118056,0.230678,0.037810,0.002974,0.000962,0.682328,0.301374,3,1,42,49
1410,0.202340,0.086886,0.490972,0.151389,0.231269,0.043818,0.006033,0.001923,0.682027,0.299918,3,1,42,50
1415,0.202984,0.086713,0.493663,0.151389,0.230385,0.043791,0.006090,0.001908,0.682146,0.305180,3,1,42,50
1420,0.203562,0.086483,0.496262,0.151389,0.230214,0.042830,0.006126,0.001855,0.682187,0.310336,3,1,42,50
1425,0.203748,0.086409,0.497095,0.151389,0.229496,0.043088,0.006082,0.001988,0.682238,0.311953,3,1,42,50
1430,0.203736,0.086527,0.496758,0.151389,0.229704,0.043560,0.006043,0.001941,0.682423,0.311094,3,1,42,50
1435,0.203483,0.086480,0.495992,0.151389,0.229346,0.043631,0.006100,0.001934,0.682342,0.309641,3,1,42,50
1440,0.203520,0.087151,0.494443,0.151389,0.230294,0.046094,0.006123,0.001856,0.682300,0.306586,3,1,42,50
1445,0.203244,0.087317,0.493062,0.151389,0.231172,0.045957,0.006079,0.001989,0.682144,0.303980,3,1,42,50
1450,0.203301,0.087937,0.491711,0.151389,0.232575,0.047739,0.006040,0.001942,0.681888,0.301533,3,1,42,50
1455,0.203078,0.087972,0.490841,0.151389,0.232996,0.047437,0.006097,0.001942,0.681527,0.300155,3,1,42,50
1460,0.203986,0.088753,0.492071,0.151389,0.234671,0.049726,0.006120,0.001858,0.681278,0.302863,3,1,42,50
1465,0.204841,0.092321,0.486141,0.165278,0.239810,0.048142,0.006556,0.001818,0.677085,0.295197,3,1,41,50
1470,0.204489,0.092222,0.485155,0.165278,0.239602,0.047938,0.006517,0.001778,0.676395,0.293914,3,1,41,50
1475,0.203913,0.092162,0.483291,0.165278,0.239240,0.047940,0.006573,0.001778,0.675683,0.290898,3,1,41,50
1480,0.203450,0.092365,0.481160,0.165278,0.240023,0.048245,0.006596,0.001686,0.674782,0.287539,3,1,41,50
1485,0.203296,0.092376,0.480596,0.165278,0.240247,0.047987,0.006551,0.001818,0.673845,0.287347,3,1,41,50
1490,0.203334,0.092383,0.480710,0.165278,0.240398,0.047941,0.006512,0.001785,0.672497,0.288923,3,1,41,50
1495,0.203590,0.092767,0.480647,0.165278,0.241533,0.048673,0.006569,0.001785,0.670473,0.290820,3,1,41,50
1500,0.203727,0.092908,0.480774,0.165278,0.242364,0.048614,0.006592,0.001694,0.668564,0.292983,3,1,41,50
1505,0.203709,0.092931,0.480653,0.165278,0.242975,0.048040,0.006546,0.001819,0.666589,0.294717,3,1,41,50
1510,0.203300,0.092822,0.479495,0.165278,0.242243,0.048286,0.006508,0.001793,0.665145,0.293844,3,1,41,50
1515,0.203062,0.092889,0.478494,0.165278,0.242453,0.048357,0.006565,0.001792,0.664373,0.292616,3,1,41,50
1520,0.203022,0.092892,0.478347,0.165278,0.242149,0.048743,0.006587,0.001701,0.663745,0.292949,3,1,41,50
1525,0.203063,0.093368,0.477301,0.165278,0.242844,0.050358,0.006543,0.001819,0.662898,0.291705,3,1,41,50
1530,0.203198,0.093371,0.477764,0.165278,0.243746,0.049529,0.006504,0.001801,0.662237,0.293292,3,1,41,50
1535,0.203656,0.093409,0.479274,0.165278,0.243908,0.049501,0.006560,0.001799,0.661178,0.297369,3,1,41,50
1540,0.204409,0.093697,0.481189,0.165278,0.245542,0.049375,0.006583,0.001709,0.659932,0.302446,3,1,41,50
1545,0.204854,0.093710,0.482714,0.165278,0.246000,0.048917,0.006538,0.001820,0.658527,0.306901,3,1,41,50
1550,0.204975,0.093666,0.483248,0.165278,0.245683,0.049060,0.006499,0.001808,0.657530,0.308966,3,1,41,50
1555,0.204801,0.093583,0.482848,0.165278,0.244882,0.049391,0.006556,0.001807,0.656660,0.309036,3,1,41,50
1560,0.204744,0.093516,0.482813,0.165278,0.244798,0.049209,0.006579,0.001717,0.655744,0.309883,3,1,41,50
1565,0.204467,0.093514,0.481849,0.165278,0.245261,0.048675,0.006533,0.001824,0.654836,0.308862,3,1,41,50
1570,0.204757,0.093938,0.481807,0.165278,0.246456,0.049645,0.006495,0.001816,0.653908,0.309705,3,1,41,50
1575,0.204716,0.093702,0.482252,0.165278,0.245793,0.049074,0.006551,0.001814,0.652740,0.311764,3,1,41,50
1580,0.204810,0.093683,0.482625,0.165278,0.245818,0.049023,0.006574,0.001724,0.651635,0.313615,3,1,41,50
1585,0.204496,0.093336,0.482396,0.165278,0.244683,0.048359,0.006529,0.001831,0.650662,0.314130,3,1,41,50
1590,0.204384,0.093272,0.482165,0.165278,0.243974,0.048793,0.006490,0.001823,0.649702,0.314629,3,1,41,50
1595,0.204216,0.092907,0.482490,0.165278,0.242811,0.048076,0.006547,0.001822,0.648744,0.316237,3,1,41,50
1600,0.204332,0.092644,0.483552,0.165278,0.242229,0.047413,0.006570,0.001732,0.648017,0.319087,3,1,41,50
1605,0.204961,0.092525,0.486052,0.165278,0.242859,0.046127,0.006525,0.001839,0.647276,0.324828,3,1,41,50
1610,0.205663,0.092322,0.489015,0.165278,0.242446,0.045571,0.006486,0.001831,0.646520,0.331510,3,1,41,50
1615,0.207303,0.098534,0.479228,0.179167,0.257264,0.046765,0.007442,0.002030,0.642926,0.315530,3,1,40,50
1620,0.207915,0.098537,0.481360,0.179167,0.257451,0.046663,0.007465,0.001940,0.642360,0.320361,3,1,40,50
1625,0.207439,0.098212,0.480509,0.179167,0.256426,0.046001,0.007420,0.002045,0.641774,0.319243,3,1,40,50
1630,0.207071,0.098144,0.479387,0.179167,0.256153,0.045981,0.007381,0.002038,0.641213,0.317562,3,1,40,50
1635,0.206069,0.097870,0.476566,0.179167,0.255122,0.045588,0.007437,0.002036,0.640608,0.312523,3,1,40,50
1640,0.205336,0.097777,0.474233,0.179167,0.255349,0.044962,0.007460,0.001946,0.640128,0.308338,3,1,40,50
1645,0.204754,0.097563,0.472732,0.179167,0.255009,0.044173,0.007415,0.002052,0.639537,0.305926,3,1,40,50
1650,0.204150,0.097209,0.471501,0.179167,0.254110,0.043349,0.007376,0.002044,0.638845,0.304157,3,1,40,50
1655,0.203660,0.097089,0.470085,0.179167,0.253859,0.042946,0.007432,0.002042,0.638530,0.301641,3,1,40,50
1660,0.203449,0.097087,0.469353,0.179167,0.254303,0.042558,0.007455,0.001952,0.638192,0.300514,3,1,40,50
1665,0.203332,0.096831,0.469585,0.179167,0.253884,0.041637,0.007410,0.002058,0.638020,0.301150,3,1,40,50
1670,0.203392,0.096549,0.470499,0.179167,0.252659,0.041498,0.007371,0.002051,0.637928,0.303070,3,1,40,50
1675,0.203168,0.096463,0.469930,0.179167,0.252481,0.041190,0.007427,0.002048,0.637582,0.302278,3,1,40,50
1680,0.203167,0.096478,0.469890,0.179167,0.252854,0.040960,0.007450,0.001959,0.637103,0.302676,3,1,40,50
1685,0.203217,0.096195,0.470770,0.179167,0.252311,0.040030,0.007405,0.002064,0.637027,0.304512,3,1,40,50
1690,0.203136,0.096084,0.470768,0.179167,0.252536,0.039293,0.007366,0.002057,0.636891,0.304645,3,1,40,50
1695,0.203208,0.095947,0.471359,0.179167,0.251810,0.039283,0.007422,0.002054,0.636555,0.306163,3,1,40,50
1700,0.203677,0.095934,0.473033,0.179167,0.251937,0.039157,0.007445,0.001965,0.635957,0.310109,3,1,40,50
1705,0.204427,0.096118,0.475199,0.179167,0.252398,0.039553,0.007400,0.002071,0.635401,0.314997,3,1,40,50
1710,0.204846,0.095849,0.477336,0.179167,0.251966,0.038691,0.007361,0.002063,0.635043,0.319629,3,1,40,50
1715,0.204942,0.095711,0.478017,0.179167,0.251204,0.038709,0.007417,0.002060,0.634541,0.321494,3,1,40,50
1720,0.205075,0.095586,0.478796,0.179167,0.250487,0.038867,0.007440,0.001972,0.634127,0.323465,3,1,40,50
1725,0.205250,0.095352,0.479995,0.179167,0.250166,0.037953,0.007395,0.002077,0.633675,0.326315,3,1,40,50
1730,0.205458,0.095395,0.480617,0.179167,0.250556,0.037825,0.007356,0.002070,0.633204,0.328031,3,1,40,50
1735,0.205143,0.095286,0.479787,0.179167,0.250330,0.037455,0.007412,0.002066,0.632753,0.326822,3,1,40,50
1740,0.204796,0.095321,0.478485,0.179167,0.250712,0.037312,0.007435,0.001978,0.632603,0.324366,3,1,40,50
1745,0.204532,0.095552,0.476984,0.179167,0.250598,0.038520,0.007390,0.002082,0.632626,0.321342,3,1,40,50
1750,0.204598,0.095759,0.476697,0.179167,0.251677,0.038526,0.007351,0.002076,0.632774,0.320619,3,1,40,50
1755,0.204297,0.095682,0.475833,0.179167,0.251654,0.038111,0.007407,0.002072,0.632917,0.318749,3,1,40,50
1760,0.204283,0.095590,0.476015,0.179167,0.251276,0.038094,0.007430,0.001984,0.633057,0.318973,3,1,40,50
1765,0.204439,0.095427,0.476968,0.179167,0.250484,0.038011,0.007385,0.002089,0.633262,0.320674,3,1,40,50
1770,0.204563,0.095271,0.477794,0.179167,0.249140,0.038618,0.007346,0.002082,0.633523,0.322065,3,1,40,50
1775,0.204361,0.095257,0.477122,0.179167,0.249042,0.038597,0.007402,0.002078,0.633964,0.320280,3,1,40,50
1780,0.204024,0.095153,0.476200,0.179167,0.248497,0.038688,0.007425,0.001991,0.634418,0.317983,3,1,40,50
1785,0.203759,0.095037,0.475563,0.179167,0.248244,0.038299,0.007380,0.002095,0.635189,0.315936,3,1,40,50
1790,0.203493,0.094832,0.475147,0.179167,0.247413,0.038150,0.007341,0.002088,0.635991,0.314304,3,1,40,50
1795,0.203529,0.094778,0.475405,0.179167,0.247215,0.038027,0.007397,0.002085,0.636707,0.314103,3,1,40,50
1800,0.203863,0.094881,0.476316,0.179167,0.247794,0.038029,0.007420,0.001997,0.637080,0.315552,3,1,40,50
1805,0.204066,0.094851,0.477106,0.179167,0.247560,0.038049,0.007375,0.002102,0.637324,0.316888,3,1,40,50
1810,0.204136,0.094908,0.477205,0.179167,0.247749,0.038191,0.007336,0.002095,0.637218,0.317193,3,1,40,50
1815,0.204308,0.095189,0.477106,0.179167,0.247996,0.039301,0.007392,0.002090,0.636947,0.317266,3,1,40,50
1820,0.206059,0.096715,0.479419,0.179167,0.251998,0.042991,0.007415,0.002003,0.636910,0.321929,3,1,40,50
1825,0.207594,0.097601,0.482578,0.179167,0.255452,0.043907,0.007370,0.002107,0.636762,0.328393,3,1,40,50
1830,0.208484,0.097431,0.486118,0.179167,0.255614,0.042941,0.007331,0.002101,0.636967,0.335269,3,1,40,50
1835,0.208741,0.097444,0.486984,0.179167,0.255716,0.042854,0.007387,0.002097,0.637582,0.336385,3,1,40,50
1840,0.208522,0.097203,0.486820,0.179167,0.255161,0.042267,0.007410,0.002010,0.638088,0.335551,3,1,40,50
1845,0.208751,0.097287,0.487410,0.179167,0.256369,0.041419,0.007365,0.002113,0.638487,0.336334,3,1,40,50
1850,0.209043,0.097359,0.488251,0.179167,0.257545,0.040651,0.007326,0.002107,0.638935,0.337567,3,1,40,50
1855,0.209151,0.097207,0.489012,0.179167,0.256917,0.040466,0.007383,0.002103,0.639285,0.338738,3,1,40,50
1860,0.209150,0.097018,0.489481,0.179167,0.256297,0.040205,0.007405,0.002016,0.639559,0.339403,3,1,40,50
1865,0.209037,0.096973,0.489199,0.179167,0.256738,0.039478,0.007360,0.002120,0.639724,0.338674,3,1,40,50
1870,0.208865,0.096986,0.488565,0.179167,0.257688,0.038638,0.007322,0.002114,0.639853,0.337276,3,1,40,50
1875,0.208413,0.096969,0.487024,0.179167,0.257633,0.038558,0.007378,0.002109,0.639611,0.334437,3,1,40,50
1880,0.207986,0.096876,0.485761,0.179167,0.257573,0.038218,0.007400,0.002022,0.639498,0.332023,3,1,40,50
1885,0.207813,0.096715,0.485558,0.179167,0.257593,0.037335,0.007355,0.002126,0.639256,0.331860,3,1,40,50
1890,0.207899,0.096630,0.486071,0.179167,0.257714,0.036834,0.007316,0.002119,0.638717,0.333424,3,1,40,50
1895,0.208194,0.096569,0.487254,0.179167,0.257704,0.036490,0.007373,0.002114,0.638092,0.336416,3,1,40,50
1900,0.208665,0.096506,0.489061,0.179167,0.257789,0.036152,0.007395,0.002028,0.637413,0.340710,3,1,40,50
1905,0.208930,0.096345,0.490393,0.179167,0.257657,0.035420,0.007350,0.002132,0.636756,0.344030,3,1,40,50
1910,0.209262,0.096221,0.491867,0.179167,0.257277,0.035222,0.007311,0.002126,0.636458,0.347276,3,1,40,50
1915,0.209632,0.096349,0.492838,0.179167,0.257951,0.035140,0.007368,0.002120,0.636176,0.349501,3,1,40,50
1920,0.209987,0.096389,0.493981,0.179167,0.258004,0.035349,0.007390,0.002035,0.635832,0.352131,3,1,40,50
1925,0.210344,0.096253,0.495571,0.179167,0.257551,0.035062,0.007345,0.002138,0.635259,0.355882,3,1,40,50
1930,0.210538,0.096046,0.496768,0.179167,0.257369,0.034254,0.007307,0.002132,0.634760,0.358776,3,1,40,50
1935,0.210591,0.095996,0.497080,0.179167,0.256939,0.034382,0.007363,0.002127,0.634350,0.359810,3,1,40,50
1940,0.210974,0.096013,0.498377,0.179167,0.256449,0.035022,0.007385,0.002040,0.634024,0.362730,3,1,40,50
1945,0.211325,0.096019,0.499590,0.179167,0.256896,0.034547,0.007340,0.002144,0.633911,0.365268,3,1,40,50
1950,0.212124,0.096687,0.500718,0.179167,0.258475,0.036354,0.007301,0.002138,0.633796,0.367641,3,1,40,50
1955,0.212538,0.096785,0.501920,0.179167,0.259042,0.036227,0.007358,0.002132,0.633750,0.370090,3,1,40,50
1960,0.213024,0.096884,0.503375,0.179167,0.259687,0.036141,0.007381,0.002047,0.633509,0.373240,3,1,40,50
1965,0.211313,0.093055,0.506957,0.161111,0.259768,0.035069,0.006757,0.002572,0.648232,0.365682,3,1,40,49
1970,0.211922,0.093417,0.508185,0.161111,0.260523,0.036177,0.006709,0.002563,0.647874,0.368496,3,1,40,49
1975,0.212382,0.093497,0.509594,0.161111,0.260980,0.036048,0.006782,0.002566,0.647522,0.371665,3,1,40,49
1980,0.212785,0.093515,0.510960,0.161111,0.260770,0.036421,0.006796,0.002477,0.647336,0.374585,3,1,40,49
