tick,event,species,entity_id,x,y,detail
0,reproduce,Deer,15,15,2,83,0,offspring:1
0,reproduce,Frog,86,121,5,121,5,offspring:2
0,reproduce,Frog,92,21,5,100,4,offspring:2
0,reproduce,Elk,118,47,3,41,3,offspring:1
0,reproduce,Elk,119,46,5,42,3,offspring:1
0,reproduce,Camel,140,70,4,117,4,offspring:1
0,reproduce,Penguin,154,1,1,0,2,offspring:1
0,reproduce,Penguin,159,40,3,0,4,offspring:1
0,reproduce,Musk Ox,164,127,6,3,7,offspring:1
0,reproduce,Musk Ox,170,127,1,3,6,offspring:1
0,reproduce,Musk Ox,173,39,4,0,4,offspring:1
0,reproduce,Monkey,178,121,5,114,5,offspring:1
0,reproduce,Monkey,189,19,4,8,7,offspring:1
0,reproduce,Monkey,190,21,0,7,4,offspring:1
0,reproduce,Parrot,195,73,8,85,5,offspring:1
0,reproduce,Parrot,200,13,5,81,7,offspring:1
0,reproduce,Tapir,202,63,1,39,4,offspring:1
0,reproduce,Tapir,207,118,5,121,5,offspring:1
0,reproduce,Tapir,210,26,2,23,5,offspring:1
0,reproduce,Tapir,212,31,5,82,5,offspring:1
0,reproduce,Wolf,252,118,6,2,6,offspring:1
0,reproduce,Crocodile,259,29,5,1,5,offspring:1
0,reproduce,Scorpion,272,1,5,15,5,offspring:1
0,reproduce,Snake,274,20,5,117,5,offspring:1
0,reproduce,Arctic Fox,279,126,5,1,5,offspring:1
0,reproduce,Arctic Fox,280,0,6,0,5,offspring:1
6,reproduce,Tapir,204,33,5,104,5,offspring:1
7,reproduce,Fish,77,67,8,69,8,offspring:2
10,reproduce,Turtle,96,16,4,25,8,offspring:1
10,reproduce,Elk,124,85,5,116,4,offspring:1
13,reproduce,Lizard,135,26,4,42,0,offspring:2
29,reproduce,Fish,79,68,0,67,0,offspring:2
30,reproduce,Tapir,205,33,8,103,6,offspring:1
33,reproduce,Deer,16,13,1,80,4,offspring:1
44,reproduce,Fish,74,67,8,66,9,offspring:2
51,reproduce,Elk,109,122,8,19,8,offspring:1
51,reproduce,Parrot,193,75,2,87,5,offspring:1
65,kill,Penguin,162,45,7,-0,0,killed_by:Arctic Fox:278
65,reproduce,Arctic Fox,278,45,3,0,0,offspring:1
68,kill,Penguin,154,1,6,3,8,killed_by:Arctic Fox:311
68,reproduce,Fish,75,66,6,63,8,offspring:2
68,reproduce,Elk,108,124,1,20,2,offspring:1
69,reproduce,Lizard,132,83,2,31,8,offspring:2
72,reproduce,Penguin,155,4,0,0,5,offspring:1
79,reproduce,Penguin,156,4,5,-0,0,offspring:1
81,kill,Sectid,4,26,8,81,4,killed_by:Hawk:271
81,reproduce,Deer,17,11,8,82,1,offspring:1
84,kill,Musk Ox,165,124,9,2,5,killed_by:Polar Bear:277
84,reproduce,Fish,76,66,8,65,3,offspring:2
84,reproduce,Polar Bear,277,125,7,2,6,offspring:1
92,kill,Shroomer,216,63,7,31,3,killed_by:Crocodile:260
92,reproduce,Crocodile,260,64,2,30,8,offspring:1
95,reproduce,Camel,141,68,3,117,6,offspring:1
103,kill,Penguin,150,5,6,9,2,killed_by:Arctic Fox:280
117,kill,Hawk,271,29,6,81,6,killed_by:Sectid:5
143,reproduce,Frog,82,52,5,122,1,offspring:2
155,kill,Penguin,161,33,9,0,0,killed_by:Crocodile:307
158,kill,Penguin,151,-0,0,6,0,killed_by:Arctic Fox:311
173,kill,Shroomer,217,64,3,31,1,killed_by:Crocodile:216
176,reproduce,Lizard,129,61,6,100,5,offspring:2
177,reproduce,Frog,90,65,1,42,7,offspring:2
191,reproduce,Musk Ox,163,125,9,9,5,offspring:1
197,reproduce,Boar,266,74,6,70,9,offspring:2
203,reproduce,Tapir,206,36,1,103,7,offspring:1
206,kill,Shroomer,219,61,9,28,3,killed_by:Crocodile:260
213,kill,Musk Ox,166,123,0,9,6,killed_by:Polar Bear:334
227,kill,Shroomer,247,34,9,83,2,killed_by:Sectid:12
248,kill,Penguin,292,-0,0,13,1,killed_by:Arctic Fox:311
248,reproduce,Lizard,130,20,3,105,9,offspring:2
249,reproduce,Frog,84,27,9,38,0,offspring:2
265,reproduce,Boar,263,75,6,75,3,offspring:2
269,kill,Penguin,159,37,4,7,9,killed_by:Arctic Fox:278
270,reproduce,Deer,24,69,8,23,8,offspring:1
272,kill,Shroomer,242,25,7,102,1,killed_by:Wolf:250
272,reproduce,Wolf,250,25,2,101,8,offspring:1
290,kill,Fish,323,84,7,58,0,killed_by:Hawk:269
293,kill,Shroomer,237,63,8,35,3,killed_by:Crocodile:216
296,kill,Camel,142,74,5,62,3,killed_by:Boar:266
304,reproduce,Fish,71,13,3,114,4,offspring:2
325,reproduce,Elk,107,123,5,23,2,offspring:1
331,kill,Shroomer,218,64,9,32,9,killed_by:Crocodile:260
337,kill,Musk Ox,167,128,0,8,6,killed_by:Polar Bear:277
354,reproduce,Camel,144,80,3,82,2,offspring:1
354,reproduce,Camel,145,82,1,75,7,offspring:1
355,kill,Shroomer,240,31,3,102,5,killed_by:Wolf:292
