tick,total,Arctic Fox,Bear,Boar,Camel,Crocodile,Deer,Elk,Faeling,Fish,Fox,Frog,Hawk,Jaguar,Lizard,Monkey,Musk Ox,Parrot,Penguin,Polar Bear,Rabbit,Scorpion,Sectid,Shark,Shroomer,Snake,Tapir,Turtle,Wolf
2000,55,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,2,1,0,0,0
2100,54,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,2,1,0,0,0
2200,54,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,2,1,0,0,0
2300,53,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,2,1,0,0,0
2400,52,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0
2500,52,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0
2600,52,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0
2700,51,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
2800,51,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
2900,51,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
3000,50,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
3100,50,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
3200,50,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
3300,50,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
3400,50,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
3500,53,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,1,1,0,0,0
3600,53,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,1,1,0,0,0
3700,51,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0
3800,50,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0
3900,49,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0,0,0
4000,48,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0
4100,47,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0
4200,46,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0
4300,46,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0
4400,45,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0
4500,45,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0
4600,45,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0
4700,58,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0
4800,57,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0
4900,55,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0
5000,69,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0
