tick,entity_total,Arctic Fox,Bear,Boar,Camel,Crocodile,Deer,Elk,Faeling,Fish,Fox,Frog,Hawk,Jaguar,Lizard,Monkey,Musk Ox,Parrot,Penguin,Polar Bear,Rabbit,Scorpion,Sectid,Shark,Shroomer,Snake,Tapir,Turtle,Wolf,stat_total,stat_Arctic Fox,stat_Bear,stat_Boar,stat_Camel,stat_Crocodile,stat_Deer,stat_Elk,stat_Faeling,stat_Fish,stat_Fox,stat_Frog,stat_Hawk,stat_Jaguar,stat_Lizard,stat_Monkey,stat_Musk Ox,stat_Parrot,stat_Penguin,stat_Polar Bear,stat_Rabbit,stat_Scorpion,stat_Sectid,stat_Shark,stat_Shroomer,stat_Snake,stat_Tapir,stat_Turtle,stat_Wolf
2600,54,0,0,0,6,0,6,3,0,0,0,8,0,0,2,0,13,2,0,0,11,0,0,0,3,0,0,0,0,2090,12,1,5,190,6,118,348,4,935,50,4,9,3,11,2,93,6,2,3,1,3,67,4,93,9,31,38,42
2700,54,0,0,0,7,0,7,2,0,0,0,8,0,0,2,0,13,2,0,0,11,0,0,0,2,0,0,0,0,2193,15,1,5,202,6,120,357,4,985,55,5,10,3,12,2,95,8,3,3,1,3,72,4,93,9,31,40,49
2800,54,0,0,0,7,0,7,2,0,0,0,8,0,0,2,0,13,2,0,0,11,0,0,0,2,0,0,0,0,2322,15,1,5,221,6,121,350,4,1064,64,5,10,3,13,2,98,11,3,3,1,3,83,4,93,11,32,40,56
2900,53,0,0,0,7,0,5,2,0,0,0,8,0,0,2,0,13,3,0,0,11,0,0,0,2,0,0,0,0,2473,17,1,6,231,6,132,373,4,1140,68,5,10,3,14,3,111,9,3,3,1,3,88,4,92,11,32,40,63
3000,54,0,0,0,8,0,5,2,0,0,0,8,0,0,2,0,13,3,0,0,11,0,0,0,2,0,0,0,0,2592,18,1,6,243,6,131,391,4,1205,72,5,10,3,14,3,116,10,3,3,1,4,89,4,92,11,33,40,74
3100,54,0,0,0,8,0,5,2,0,0,0,8,0,0,2,0,13,3,0,0,11,0,0,0,2,0,0,0,0,2867,19,1,6,254,7,147,439,4,1361,75,5,10,3,14,3,128,7,3,3,1,4,95,4,93,12,37,40,92
3200,55,0,0,0,8,0,4,2,0,0,0,8,0,0,2,0,13,3,0,0,13,0,0,0,2,0,0,0,0,3050,20,1,6,266,8,153,447,4,1474,81,4,11,3,14,3,132,6,3,3,1,4,109,4,92,12,37,40,112
3300,56,0,0,0,8,0,5,2,0,0,0,8,0,0,2,0,13,3,0,0,13,0,0,0,2,0,0,0,0,3272,20,1,6,285,8,160,469,4,1606,82,4,11,4,13,3,134,5,3,3,1,4,120,4,92,12,38,40,140
3400,58,0,0,0,8,0,5,3,0,0,0,8,0,0,2,0,13,4,0,0,13,0,0,0,2,0,0,0,0,3515,32,1,6,308,8,189,493,4,1707,90,4,11,5,14,2,138,4,3,4,1,4,143,4,93,12,36,41,158
3500,57,0,0,0,8,0,5,3,0,0,0,8,0,0,1,0,13,5,0,0,13,0,0,0,1,0,0,0,0,3661,32,1,5,320,9,196,519,4,1756,97,4,12,5,14,2,137,3,3,4,1,5,169,4,93,13,35,41,177
3600,58,0,0,0,8,0,6,3,0,0,0,8,0,0,1,0,13,5,0,0,13,0,0,0,1,0,0,0,0,3781,33,1,4,335,10,212,536,4,1788,103,6,11,5,15,2,137,2,3,4,1,5,186,4,89,13,36,41,195
3700,58,0,0,0,9,0,7,3,0,0,0,8,0,0,1,0,13,3,0,0,13,0,0,0,1,0,0,0,0,3886,40,1,4,353,10,225,569,4,1762,102,5,11,5,15,1,144,3,3,5,1,5,220,4,85,13,37,41,218
3800,58,0,0,0,9,0,7,3,0,0,0,8,0,0,1,0,13,3,0,0,13,0,0,0,1,0,0,0,0,3954,43,1,4,359,10,224,566,4,1777,100,4,11,5,15,2,146,3,3,5,0,5,246,4,83,13,38,41,242
3900,62,0,0,0,10,0,7,3,0,0,0,8,0,0,1,0,13,4,0,0,15,0,0,0,1,0,0,0,0,4013,54,1,4,376,10,228,557,4,1773,90,3,11,5,16,2,153,2,3,5,0,5,269,4,84,13,36,41,264
4000,61,0,0,0,10,0,7,3,0,0,0,8,0,0,0,0,13,4,0,0,15,0,0,0,1,0,0,0,0,4079,59,2,3,392,11,253,539,4,1765,74,4,13,6,15,1,164,1,3,5,0,5,299,4,84,13,39,41,280
4100,62,0,0,0,10,0,7,3,0,0,0,8,0,0,0,0,13,5,0,0,15,0,0,0,1,0,0,0,0,4139,70,2,3,397,11,255,525,4,1773,66,4,13,6,14,1,183,0,3,5,0,6,325,4,80,12,39,43,295
4200,64,0,0,0,11,0,8,3,0,0,0,8,0,0,0,0,13,5,0,0,15,0,0,0,1,0,0,0,0,4296,85,2,2,419,11,250,580,4,1819,62,4,13,6,12,1,185,0,3,5,0,6,350,4,80,11,39,42,301
4300,65,0,0,0,11,0,8,4,0,0,0,8,0,0,0,0,13,5,0,0,15,0,0,0,1,0,0,0,0,4450,107,2,2,447,13,244,629,4,1836,46,4,18,6,12,1,184,0,3,5,0,5,397,4,78,11,39,43,310
4400,66,0,0,0,11,0,8,4,0,0,0,8,0,0,0,0,13,6,0,0,15,0,0,0,1,0,0,0,0,4596,133,2,2,451,13,235,641,4,1863,36,4,26,6,12,1,189,0,3,5,0,5,458,4,74,10,38,43,338
4500,68,0,0,0,11,0,9,4,0,0,0,8,0,0,0,0,13,7,0,0,15,0,0,0,1,0,0,0,0,4786,162,2,2,476,13,236,630,4,1924,33,3,31,6,12,1,190,0,3,5,0,5,531,4,73,9,36,43,352
4600,71,0,0,0,11,0,9,4,0,0,0,8,0,0,0,0,13,8,0,0,17,0,0,0,1,0,0,0,0,4969,208,2,2,491,14,239,601,4,1952,38,3,32,6,8,0,195,0,3,6,0,5,624,4,72,9,37,43,371
4700,71,0,0,0,11,0,9,4,0,0,0,8,0,0,0,0,13,8,0,0,17,0,0,0,1,0,0,0,0,5163,252,2,3,529,14,249,600,4,1976,32,2,47,6,8,0,194,0,3,6,0,5,711,4,69,8,38,39,362
4800,73,0,0,0,12,0,10,4,0,0,0,8,0,0,0,0,13,8,0,0,17,0,0,0,1,0,0,0,0,5327,300,2,6,552,14,241,601,4,1983,33,2,57,6,6,0,197,0,3,6,0,5,805,4,66,9,38,39,348
4900,73,0,0,0,12,0,10,4,0,0,0,8,0,0,0,0,13,9,0,0,17,0,0,0,0,0,0,0,0,5520,350,2,6,547,16,263,618,4,1974,30,1,76,5,4,0,195,0,3,7,0,6,950,4,67,8,34,39,311
5000,73,0,0,0,12,0,10,4,0,0,0,8,0,0,0,0,13,9,0,0,17,0,0,0,0,0,0,0,0,5666,378,3,6,561,16,273,642,4,1946,27,1,94,5,4,0,206,0,3,7,0,6,1055,3,65,7,33,39,282
5100,79,0,0,0,13,0,11,6,0,0,0,8,0,0,0,0,13,11,0,0,17,0,0,0,0,0,0,0,0,5816,406,3,6,581,16,293,619,4,1951,22,2,114,4,4,0,210,0,3,7,0,6,1148,3,61,7,34,38,274
5200,80,0,0,0,13,0,11,6,0,0,0,8,0,0,0,0,13,12,0,0,17,0,0,0,0,0,0,0,0,5947,434,3,6,612,15,335,584,4,1880,19,2,150,4,2,0,211,0,3,7,0,5,1268,3,57,7,34,39,263
5300,82,0,0,0,13,0,13,6,0,0,0,8,0,0,0,0,13,12,0,0,17,0,0,0,0,0,0,0,0,6032,469,3,6,611,16,344,587,4,1811,21,1,182,4,2,0,208,0,2,7,0,3,1351,3,53,7,32,38,267
5400,83,0,0,0,13,0,13,6,0,0,0,8,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6169,498,3,6,618,16,339,610,4,1773,18,1,212,4,2,0,215,0,2,7,0,3,1440,3,50,8,32,37,268
5500,83,0,0,0,13,0,13,6,0,0,0,8,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6342,524,3,6,645,16,313,638,4,1724,19,1,276,4,1,0,212,0,2,12,0,3,1536,3,47,8,32,37,276
5600,82,0,0,0,13,0,13,6,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6379,542,3,5,668,16,296,643,4,1638,17,1,328,4,1,0,209,0,2,11,0,3,1584,3,47,8,31,33,282
5700,82,0,0,0,13,0,13,6,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6369,569,3,5,682,17,295,628,4,1534,16,0,379,4,0,0,206,0,2,11,0,3,1614,3,42,8,30,33,281
5800,82,0,0,0,13,0,13,6,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6358,604,3,5,711,17,294,649,4,1347,12,0,442,4,0,0,216,0,1,17,0,3,1631,3,38,7,29,32,289
5900,85,0,0,0,13,0,13,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6336,635,3,8,706,17,299,660,4,1208,12,0,497,4,0,0,230,0,1,17,0,3,1620,2,35,7,29,31,308
6000,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6348,622,3,7,729,18,297,681,4,1103,13,0,545,4,0,0,230,0,1,25,0,3,1646,2,32,7,31,29,316
6100,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6245,622,3,7,753,18,290,674,4,972,16,0,588,3,0,0,223,0,2,37,0,3,1594,2,30,4,27,30,343
6200,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,6086,631,3,8,752,19,293,670,4,863,17,0,620,1,0,0,224,0,1,39,0,3,1506,2,28,3,25,29,345
6300,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,5984,638,3,8,759,20,285,660,4,771,18,0,647,1,0,0,227,0,1,40,0,3,1448,1,25,2,25,28,370
6400,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,5745,610,3,9,783,21,278,673,4,640,17,0,644,0,0,0,230,0,1,56,0,3,1305,1,23,1,26,28,389
6500,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,5455,580,3,10,799,23,274,700,4,538,19,0,616,0,0,0,228,0,0,71,0,2,1120,1,22,0,28,29,388
6600,89,0,0,0,13,0,17,9,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,5115,538,3,12,814,24,280,731,4,436,20,0,595,0,0,0,228,0,0,79,0,1,921,0,21,0,28,29,351
6700,90,0,0,0,13,0,17,10,0,0,0,7,0,0,0,0,13,13,0,0,17,0,0,0,0,0,0,0,0,4872,522,3,15,836,29,293,766,4,299,17,0,556,0,0,0,241,0,0,108,0,0,778,0,19,0,27,28,331
6800,95,0,0,0,13,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4741,526,3,19,845,24,302,761,4,208,18,0,571,0,0,0,249,0,0,126,0,0,687,0,16,0,27,26,329
6900,95,0,0,0,13,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4664,562,3,21,870,21,315,722,4,138,19,0,575,0,0,0,254,0,0,146,0,0,616,0,13,0,27,26,332
7000,95,0,0,0,13,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4565,583,3,22,890,19,295,691,4,63,19,0,593,0,0,0,261,0,0,176,0,0,558,0,12,0,27,28,321
7100,95,0,0,0,13,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4566,602,3,24,886,18,288,716,4,34,21,0,594,0,0,0,254,0,0,206,0,0,519,0,10,0,28,25,334
7200,95,0,0,0,13,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4620,607,3,20,894,17,298,742,4,10,18,0,601,0,0,0,263,0,0,241,0,0,495,0,8,0,29,25,345
7300,94,0,0,0,12,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4643,592,3,14,921,15,301,762,4,1,19,0,594,0,0,0,270,0,0,290,0,0,451,0,7,0,26,24,349
7400,94,0,0,0,12,0,17,13,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4641,583,3,10,922,9,301,771,4,0,23,0,604,0,0,0,275,0,0,325,0,0,432,0,6,0,25,24,324
7500,95,0,0,0,12,0,17,14,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4637,582,2,8,926,7,312,787,4,0,24,0,590,0,0,0,276,0,0,371,0,0,387,0,6,0,26,25,304
7600,99,0,0,0,12,0,17,18,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4732,567,2,7,945,4,329,804,4,0,27,0,597,0,0,0,303,0,0,430,0,0,355,0,5,0,25,26,302
7700,98,0,0,0,12,0,16,18,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4838,565,1,6,969,3,357,816,4,0,32,0,599,0,0,0,301,0,0,479,0,0,331,0,3,0,26,25,321
7800,99,0,0,0,13,0,16,18,0,0,0,7,0,0,0,0,13,13,0,0,19,0,0,0,0,0,0,0,0,4821,570,1,6,937,3,350,809,4,0,39,0,620,0,0,0,294,0,0,516,0,0,302,0,3,0,28,25,314
7900,106,0,0,0,13,0,15,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,4963,574,1,6,956,4,349,843,4,0,45,0,608,0,0,0,302,2,0,572,0,0,296,0,3,0,30,26,342
8000,107,0,0,0,13,0,16,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5031,586,1,8,989,4,318,835,4,0,52,0,605,0,0,0,310,1,0,619,0,0,279,0,2,0,31,24,363
8100,107,0,0,0,13,0,16,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,4894,547,1,8,979,3,316,793,4,0,44,0,579,0,0,0,304,0,0,672,0,0,238,0,2,0,30,24,350
8200,107,0,0,0,13,0,16,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,4858,504,1,7,983,3,318,785,4,0,52,0,564,0,0,0,299,0,0,764,0,0,181,0,2,0,32,25,334
8300,107,0,0,0,13,0,16,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,4979,478,1,7,989,3,340,839,4,0,58,0,539,0,0,0,302,0,0,833,0,0,192,0,2,0,32,24,336
8400,110,0,0,0,16,0,16,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,4975,414,1,7,1001,3,340,878,4,0,64,0,524,0,0,0,295,0,0,884,0,0,173,0,1,0,31,24,331
8500,110,0,0,0,16,0,16,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5026,384,1,7,989,3,342,840,4,0,83,0,515,0,0,0,316,0,0,955,0,0,186,0,1,0,30,25,345
8600,111,0,0,0,16,0,17,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5075,365,1,6,1000,2,357,814,4,0,87,0,523,0,0,0,325,0,0,1004,0,0,187,0,1,0,32,24,343
8700,111,0,0,0,16,0,17,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5073,340,1,6,1009,2,342,795,4,0,97,0,523,0,0,0,337,0,0,1042,0,0,184,0,1,0,31,23,336
8800,111,0,0,0,17,0,17,18,0,0,0,7,0,0,0,0,13,20,0,0,19,0,0,0,0,0,0,0,0,5053,277,1,6,1002,1,337,838,4,0,102,0,514,0,0,0,337,1,0,1081,0,0,160,0,1,0,28,23,340
8900,111,0,0,0,17,0,17,18,0,0,0,7,0,0,0,0,13,20,0,0,19,0,0,0,0,0,0,0,0,5065,266,0,6,1017,1,313,842,4,0,111,0,507,0,0,0,332,0,0,1117,0,0,143,0,1,0,31,22,352
9000,112,0,0,0,17,0,17,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5079,243,0,6,1027,1,318,843,4,0,108,0,487,0,0,0,341,0,0,1158,0,0,107,0,1,0,30,22,383
9100,111,0,0,0,16,0,17,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5076,224,0,6,1045,1,326,813,4,0,122,0,464,0,0,0,347,0,0,1190,0,0,94,0,1,0,30,21,388
9200,111,0,0,0,16,0,17,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5125,194,0,6,1057,1,342,794,4,0,143,0,443,0,0,0,355,0,0,1228,0,0,114,0,1,0,29,21,393
9300,111,0,0,0,16,0,17,18,0,0,0,7,0,0,0,0,13,21,0,0,19,0,0,0,0,0,0,0,0,5210,188,0,6,1069,1,357,796,4,0,143,0,428,0,0,0,354,0,0,1273,0,0,120,0,1,0,29,21,420
9400,117,0,0,0,16,0,18,18,0,0,0,7,0,0,0,0,16,21,0,0,21,0,0,0,0,0,0,0,0,5240,174,0,6,1080,1,353,799,4,0,153,0,403,0,0,0,362,0,0,1320,0,0,106,0,0,0,31,22,426
9500,116,0,0,0,16,0,18,18,0,0,0,7,0,0,0,0,16,22,0,0,19,0,0,0,0,0,0,0,0,5256,160,0,7,1078,1,351,828,4,0,163,0,370,0,0,0,368,0,0,1352,1,0,107,0,0,0,30,23,413
9600,115,0,0,0,15,0,18,18,0,0,0,7,0,0,0,0,16,22,0,0,19,0,0,0,0,0,0,0,0,5355,166,0,7,1102,0,360,834,4,0,170,0,377,0,0,0,372,0,0,1392,1,0,96,0,0,0,30,22,422
9700,114,0,0,0,15,0,18,18,0,0,0,7,0,0,0,0,16,21,0,0,19,0,0,0,0,0,0,0,0,5336,178,0,7,1112,0,353,797,4,0,192,0,343,0,0,0,365,1,0,1420,1,0,74,0,0,0,31,22,436
9800,113,0,0,0,16,0,18,18,0,0,0,7,0,0,0,0,15,20,0,0,19,0,0,0,0,0,0,0,0,5344,186,0,7,1110,0,380,771,4,0,199,0,301,0,0,0,371,1,0,1452,1,0,53,0,0,0,30,23,455
9900,113,0,0,0,16,0,18,18,0,0,0,7,0,0,0,0,15,20,0,0,19,0,0,0,0,0,0,0,0,5395,169,0,7,1135,0,403,785,4,0,205,0,282,0,0,0,372,1,0,1484,0,0,44,0,0,0,31,23,450
10000,114,0,0,0,16,0,20,18,0,0,0,7,0,0,0,0,15,19,0,0,19,0,0,0,0,0,0,0,0,5457,152,0,7,1140,0,394,843,4,0,217,0,252,0,0,0,364,4,0,1519,0,0,50,0,0,0,32,22,457
10100,115,0,0,0,16,0,20,18,0,0,0,7,0,0,0,0,15,20,0,0,19,0,0,0,0,0,0,0,0,5486,137,0,7,1158,0,375,837,4,0,242,0,243,0,0,0,355,3,0,1561,0,0,55,0,0,0,33,22,454
10200,116,0,0,0,16,0,20,19,0,0,0,7,0,0,0,0,15,20,0,0,19,0,0,0,0,0,0,0,0,5519,110,0,8,1170,0,365,824,4,0,259,0,257,0,0,0,368,1,0,1590,0,0,40,0,0,0,30,22,471
10300,116,0,0,0,16,0,20,19,0,0,0,7,0,0,0,0,15,20,0,0,19,0,0,0,0,0,0,0,0,5593,105,0,9,1209,0,369,811,4,0,263,0,251,0,0,0,383,1,0,1632,0,0,37,0,0,0,33,21,465
10400,116,0,0,0,16,0,20,19,0,0,0,7,0,0,0,0,15,20,0,0,19,0,0,0,0,0,0,0,0,5585,95,0,10,1225,0,378,801,4,0,257,0,230,0,0,0,381,0,0,1653,0,0,26,0,0,0,32,21,472
10500,123,0,0,0,16,0,20,19,0,0,0,12,0,0,0,0,15,22,0,0,19,0,0,0,0,0,0,0,0,5606,100,0,10,1239,0,370,805,4,0,249,0,208,0,0,0,391,0,0,1665,2,0,25,0,0,0,31,23,484
10600,127,0,0,0,17,0,22,19,0,0,0,12,0,0,0,0,15,23,0,0,19,0,0,0,0,0,0,0,0,5664,98,0,10,1260,0,389,811,4,0,237,0,173,0,0,0,379,0,0,1722,2,0,20,0,0,0,31,24,504
10700,128,0,0,0,17,0,23,19,0,0,0,12,0,0,0,0,15,23,0,0,19,0,0,0,0,0,0,0,0,5670,96,0,12,1260,0,409,806,4,0,245,0,155,0,0,0,368,0,0,1734,1,0,21,0,0,0,33,22,504
10800,129,0,0,0,18,0,23,19,0,0,0,12,0,0,0,0,15,23,0,0,19,0,0,0,0,0,0,0,0,5765,81,0,13,1276,0,409,812,4,0,271,0,164,0,0,0,377,0,0,1762,1,0,26,0,0,0,35,24,510
10900,130,0,0,0,19,0,23,19,0,0,0,12,0,0,0,0,15,23,0,0,19,0,0,0,0,0,0,0,0,5805,55,0,13,1318,0,403,816,4,0,290,0,174,0,0,0,406,0,0,1760,1,0,20,0,0,0,35,23,487
