tick,entity_total,Arctic Fox,Bear,Boar,Camel,Crocodile,Deer,Elk,Faeling,Fish,Fox,Frog,Hawk,Jaguar,Lizard,Monkey,Musk Ox,Parrot,Penguin,Polar Bear,Rabbit,Scorpion,Sectid,Shark,Shroomer,Snake,Tapir,Turtle,Wolf,stat_total,stat_Arctic Fox,stat_Bear,stat_Boar,stat_Camel,stat_Crocodile,stat_Deer,stat_Elk,stat_Faeling,stat_Fish,stat_Fox,stat_Frog,stat_Hawk,stat_Jaguar,stat_Lizard,stat_Monkey,stat_Musk Ox,stat_Parrot,stat_Penguin,stat_Polar Bear,stat_Rabbit,stat_Scorpion,stat_Sectid,stat_Shark,stat_Shroomer,stat_Snake,stat_Tapir,stat_Turtle,stat_Wolf
11000,131,0,0,0,19,0,23,19,0,0,0,12,0,0,0,0,15,24,0,0,19,0,0,0,0,0,0,0,0,5857,56,0,14,1351,0,392,809,4,0,312,0,162,0,0,0,418,0,0,1764,1,0,29,0,0,0,35,23,487
11100,133,0,0,0,19,0,23,19,0,0,0,12,0,0,0,0,15,26,0,0,19,0,0,0,0,0,0,0,0,5865,50,0,16,1354,0,395,821,4,0,315,0,149,0,0,0,408,0,0,1779,1,0,28,0,0,0,35,23,487
11200,133,0,0,0,19,0,23,19,0,0,0,12,0,0,0,0,15,26,0,0,19,0,0,0,0,0,0,0,0,5841,45,0,16,1338,0,378,811,4,0,322,0,145,0,0,0,420,0,0,1791,0,0,24,0,0,0,37,23,487
11300,133,0,0,0,19,0,23,19,0,0,0,12,0,0,0,0,15,26,0,0,19,0,0,0,0,0,0,0,0,5906,41,0,16,1383,0,390,803,4,0,356,0,141,0,0,0,409,0,0,1813,0,0,20,0,0,0,36,23,471
11400,134,0,0,0,19,0,23,19,0,0,0,12,0,0,0,0,16,26,0,0,19,0,0,0,0,0,0,0,0,5945,40,0,18,1427,0,383,776,4,0,375,0,132,0,0,0,414,0,0,1823,0,0,23,0,0,0,37,23,470
11500,136,0,0,0,19,0,26,19,0,0,0,12,0,0,0,0,16,26,0,0,18,0,0,0,0,0,0,0,0,5970,32,0,15,1417,0,359,783,4,0,410,0,148,0,0,0,416,0,0,1855,0,0,19,0,0,0,36,23,453
11600,137,0,0,0,19,0,26,19,0,0,0,12,0,0,0,0,17,26,0,0,18,0,0,0,0,0,0,0,0,6019,34,0,12,1422,0,387,803,4,0,434,0,132,0,0,0,432,0,0,1826,0,0,18,0,0,0,33,23,459
11700,137,0,0,0,19,0,26,19,0,0,0,12,0,0,0,0,17,26,0,0,18,0,0,0,0,0,0,0,0,6111,27,0,9,1441,0,390,837,4,0,444,0,137,0,0,0,439,0,0,1841,0,0,15,0,0,0,34,21,472
11800,136,0,0,0,19,0,26,19,0,0,0,12,0,0,0,0,17,26,0,0,17,0,0,0,0,0,0,0,0,6148,26,0,8,1458,0,387,835,4,0,475,0,139,0,0,0,433,0,0,1844,3,0,17,0,0,0,34,23,462
11900,137,0,0,0,19,0,26,19,0,0,0,12,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6172,24,0,6,1460,0,408,816,4,0,487,0,130,0,0,0,436,0,0,1857,3,0,20,0,0,0,36,22,463
12000,137,0,0,0,19,0,26,19,0,0,0,12,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6120,23,0,6,1441,0,413,775,4,0,512,0,129,0,0,0,436,0,0,1851,2,0,13,0,0,0,39,22,454
12100,136,0,0,0,19,0,26,20,0,0,0,10,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6107,19,0,6,1440,0,404,774,4,0,527,0,137,0,0,0,441,0,0,1822,2,0,24,0,0,0,37,23,447
12200,134,0,0,0,19,0,26,20,0,0,0,8,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6089,17,0,6,1467,0,385,791,4,0,536,0,126,0,0,0,440,0,0,1799,1,0,16,0,0,0,35,25,441
12300,134,0,0,0,19,0,26,20,0,0,0,8,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6115,18,0,6,1477,0,380,810,4,0,559,0,127,0,0,0,443,0,0,1792,1,0,18,0,0,0,33,24,423
12400,134,0,0,0,19,0,26,20,0,0,0,8,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6156,14,0,6,1457,0,393,827,4,0,593,0,124,0,0,0,450,0,0,1804,1,0,16,0,0,0,35,23,409
12500,134,0,0,0,19,0,26,20,0,0,0,8,0,0,0,0,18,26,0,0,17,0,0,0,0,0,0,0,0,6140,12,0,6,1442,0,396,816,4,0,608,0,116,0,0,0,452,0,0,1811,1,0,19,0,0,0,35,25,397
12600,136,0,0,0,19,0,26,20,0,0,0,8,0,0,0,0,18,26,0,0,19,0,0,0,0,0,0,0,0,6252,10,0,6,1472,0,415,818,4,0,656,0,134,0,0,0,460,0,0,1820,1,0,16,0,0,0,35,24,381
12700,137,0,0,0,19,0,26,20,0,0,0,9,0,0,0,0,18,26,0,0,19,0,0,0,0,0,0,0,0,6312,9,0,6,1475,0,426,818,4,0,694,0,145,0,0,0,471,0,0,1808,0,0,20,0,0,0,37,22,377
12800,136,0,0,0,19,0,26,20,0,0,0,9,0,0,0,0,18,26,0,0,18,0,0,0,0,0,0,0,0,6263,8,0,6,1455,0,432,788,4,0,715,0,140,0,0,0,473,0,0,1791,0,0,20,0,0,0,34,23,374
12900,137,0,0,0,19,0,26,21,0,0,0,9,0,0,0,0,18,26,0,0,18,0,0,0,0,0,0,0,0,6288,9,0,6,1455,0,433,803,4,0,761,0,134,0,0,0,468,0,0,1761,0,0,18,0,0,0,40,23,373
13000,137,0,0,0,19,0,26,21,0,0,0,9,0,0,0,0,18,26,0,0,18,0,0,0,0,0,0,0,0,6256,8,0,8,1457,0,421,807,4,0,786,0,128,0,0,0,457,0,0,1757,0,0,17,0,0,0,37,22,347
13100,137,0,0,0,19,0,26,21,0,0,0,9,0,0,0,0,18,26,0,0,18,0,0,0,0,0,0,0,0,6239,8,0,9,1449,0,418,810,4,0,808,0,128,0,0,0,454,0,0,1741,0,0,22,0,0,0,37,22,329
13200,139,0,0,0,19,0,26,23,0,0,0,9,0,0,0,0,18,26,0,0,18,0,0,0,0,0,0,0,0,6218,8,0,9,1436,0,418,815,4,0,832,0,127,0,0,0,465,0,0,1719,0,0,20,0,0,0,38,23,304
13300,138,0,0,0,19,0,26,23,0,0,0,8,0,0,0,0,18,26,0,0,18,0,0,0,0,0,0,0,0,6245,7,0,11,1446,0,413,817,4,0,841,0,130,0,0,0,469,0,0,1716,0,0,26,0,0,0,36,24,305
13400,138,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,18,0,0,0,0,0,0,0,0,6276,10,0,11,1459,0,425,791,4,0,853,0,128,0,0,0,480,0,0,1723,0,0,31,0,0,0,37,25,299
13500,138,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,18,0,0,0,0,0,0,0,0,6232,6,0,11,1439,0,429,795,4,0,861,0,109,0,0,0,485,0,0,1706,0,0,26,0,0,0,34,26,301
13600,138,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,18,0,0,0,0,0,0,0,0,6278,9,0,13,1438,0,426,810,4,0,903,0,113,0,0,0,466,0,0,1701,0,0,19,0,0,0,36,25,315
13700,137,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,17,0,0,0,0,0,0,0,0,6269,7,0,13,1439,0,430,815,4,0,920,0,106,0,0,0,461,0,0,1701,0,0,14,0,0,0,34,23,302
13800,136,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,16,0,0,0,0,0,0,0,0,6301,7,0,13,1454,0,443,827,4,0,939,0,111,0,0,0,470,0,0,1679,1,0,16,0,0,0,37,24,276
13900,136,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,16,0,0,0,0,0,0,0,0,6280,8,0,14,1434,0,452,818,4,0,932,0,108,0,0,0,484,0,0,1692,1,0,13,0,0,0,39,23,258
14000,136,0,0,0,19,0,25,23,0,0,0,8,0,0,0,0,19,26,0,0,16,0,0,0,0,0,0,0,0,6306,8,0,13,1441,0,457,806,4,0,956,0,115,0,0,0,479,0,0,1695,1,0,20,0,0,0,37,22,252
14100,135,0,0,0,19,0,25,23,0,0,0,7,0,0,0,0,19,26,0,0,16,0,0,0,0,0,0,0,0,6288,8,0,13,1450,0,424,825,4,0,990,1,119,0,0,0,472,0,0,1658,1,0,24,0,0,0,36,22,241
14200,135,0,0,0,19,0,25,23,0,0,0,7,0,0,0,0,19,26,0,0,16,0,0,0,0,0,0,0,0,6281,10,0,13,1472,0,397,802,4,0,1017,0,113,0,0,0,468,0,0,1644,1,0,26,0,0,0,37,23,254
14300,136,0,0,0,19,0,25,23,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6244,7,0,11,1445,0,409,800,4,0,1041,0,99,0,0,0,480,0,0,1631,0,0,22,0,0,0,37,22,236
14400,136,0,0,0,19,0,25,23,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6223,7,0,11,1421,0,415,814,4,0,1049,0,99,0,0,0,482,0,0,1613,0,0,28,0,0,0,34,24,222
14500,137,0,0,0,19,0,25,24,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6244,7,0,13,1453,0,424,797,4,0,1077,0,96,0,0,0,495,0,0,1587,0,0,21,0,0,0,34,26,210
14600,138,0,0,0,19,0,25,25,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6259,8,0,9,1453,0,422,797,4,0,1085,0,109,0,0,0,487,0,0,1611,0,0,20,0,0,0,31,24,199
14700,138,0,0,0,19,0,25,25,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6282,8,0,9,1455,0,434,794,4,0,1093,0,101,0,0,0,497,0,0,1628,0,0,16,0,0,0,33,24,186
14800,139,0,0,0,19,0,25,26,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6259,8,0,9,1434,0,436,789,4,0,1109,0,110,0,0,0,493,0,0,1626,0,0,13,0,0,0,33,24,171
14900,139,0,0,0,19,0,25,26,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6319,7,0,9,1452,0,439,804,4,0,1102,0,117,0,0,0,507,0,0,1636,0,0,15,0,0,0,34,25,168
15000,139,0,0,0,19,0,25,26,0,0,0,7,0,0,0,0,19,25,0,0,18,0,0,0,0,0,0,0,0,6309,7,0,10,1455,0,421,833,4,0,1098,0,108,0,0,0,504,0,0,1629,0,0,18,0,0,0,34,24,164
15100,135,0,0,0,19,0,25,26,0,0,0,7,0,0,0,0,19,25,0,0,14,0,0,0,0,0,0,0,0,6322,6,0,10,1443,0,422,845,4,0,1097,0,96,0,0,0,510,0,0,1636,0,0,17,0,0,0,33,24,179
15200,136,0,0,0,20,0,25,26,0,0,0,7,0,0,0,0,19,25,0,0,14,0,0,0,0,0,0,0,0,6284,8,0,11,1434,0,416,812,4,0,1096,0,93,0,0,0,506,0,0,1653,0,0,21,0,0,0,34,23,173
15300,142,0,0,0,20,0,30,27,0,0,0,7,0,0,0,0,19,25,0,0,14,0,0,0,0,0,0,0,0,6292,7,0,13,1432,0,429,815,4,0,1080,0,94,0,0,0,512,0,0,1664,0,0,28,0,0,0,36,23,155
15400,144,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,14,0,0,0,0,0,0,0,0,6302,6,0,14,1465,0,442,803,4,0,1047,0,103,0,0,0,522,0,0,1647,0,0,33,0,0,0,35,26,155
15500,144,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,14,0,0,0,0,0,0,0,0,6344,8,0,13,1470,0,422,803,4,0,1073,0,108,0,0,0,544,0,0,1650,0,0,25,0,0,0,34,27,163
15600,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6347,7,0,9,1445,0,421,806,4,0,1097,0,103,0,0,0,529,0,0,1670,0,0,26,0,0,0,34,24,172
15700,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6313,8,0,8,1458,0,425,787,4,0,1082,0,100,0,0,0,507,0,0,1680,0,0,25,0,0,0,33,24,172
15800,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6246,7,0,8,1437,0,446,761,4,0,1045,0,97,0,0,0,500,0,0,1682,0,0,25,0,0,0,33,24,177
15900,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6139,8,0,8,1428,0,435,783,4,0,1015,0,87,0,0,0,487,0,0,1645,0,0,19,0,0,0,32,24,164
16000,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6202,7,0,8,1457,0,448,824,4,0,978,0,92,0,0,0,511,0,0,1634,0,0,22,0,0,0,33,24,160
16100,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6282,8,0,8,1456,0,436,854,4,0,998,0,101,0,0,0,521,0,0,1655,0,0,23,0,0,0,34,23,161
16200,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6335,9,0,8,1447,0,419,836,4,0,1027,0,115,0,0,0,540,0,0,1689,0,0,27,0,0,0,36,23,155
16300,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6354,10,0,8,1450,0,425,811,4,0,1037,0,103,0,0,0,547,0,0,1709,0,0,28,0,0,0,34,23,165
16400,143,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,25,0,0,13,0,0,0,0,0,0,0,0,6414,10,0,8,1466,0,435,783,4,0,1051,0,103,0,0,0,572,0,0,1730,0,0,37,0,0,0,32,27,156
16500,144,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,26,0,0,13,0,0,0,0,0,0,0,0,6393,10,0,9,1443,0,440,775,4,0,1065,0,104,0,0,0,558,0,0,1740,0,0,34,0,0,0,33,28,150
16600,145,0,0,0,20,0,30,29,0,0,0,7,0,0,0,0,19,27,0,0,13,0,0,0,0,0,0,0,0,6286,9,0,10,1422,0,440,765,4,0,1035,0,100,0,0,0,546,0,0,1708,0,0,37,0,0,0,34,24,152
16700,146,0,0,0,20,0,30,30,0,0,0,7,0,0,0,0,19,27,0,0,13,0,0,0,0,0,0,0,0,6234,7,0,10,1424,0,430,801,4,0,1004,0,91,0,0,0,548,1,0,1678,0,0,31,0,0,0,33,24,148
16800,146,0,0,0,20,0,30,30,0,0,0,7,0,0,0,0,19,27,0,0,13,0,0,0,0,0,0,0,0,6301,8,0,10,1441,0,438,836,4,0,1002,0,102,0,0,0,551,1,0,1662,0,0,32,0,0,0,32,23,159
16900,146,0,0,0,20,0,30,30,0,0,0,7,0,0,0,0,19,27,0,0,13,0,0,0,0,0,0,0,0,6352,8,0,10,1456,0,428,839,4,0,1011,0,103,0,0,0,559,0,0,1678,0,0,39,0,0,0,33,24,160
17000,150,0,0,0,22,0,30,30,0,0,0,7,0,0,0,0,19,27,0,0,15,0,0,0,0,0,0,0,0,6350,7,0,10,1449,0,419,819,4,0,1017,0,105,0,0,0,550,0,0,1702,0,0,47,0,0,0,33,24,164
17100,152,0,0,0,22,0,30,30,0,0,0,7,0,0,0,0,21,27,0,0,15,0,0,0,0,0,0,0,0,6365,7,0,12,1451,0,420,819,4,0,1015,0,89,0,0,0,542,0,0,1736,0,0,45,0,0,0,33,24,168
17200,152,0,0,0,22,0,30,30,0,0,0,7,0,0,0,0,21,27,0,0,15,0,0,0,0,0,0,0,0,6390,7,0,13,1430,0,429,816,4,0,1041,0,103,0,0,0,561,0,0,1717,0,0,34,0,0,0,33,23,179
17300,154,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,27,0,0,15,0,0,0,0,0,0,0,0,6443,8,0,13,1442,0,440,802,4,0,1037,0,114,0,0,0,592,0,0,1718,0,0,28,0,0,0,32,23,190
17400,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,26,0,0,15,0,0,0,0,0,0,0,0,6446,7,0,15,1441,0,462,801,4,0,1026,0,103,0,0,0,601,1,0,1706,0,0,24,0,0,0,34,26,195
17500,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,26,0,0,15,0,0,0,0,0,0,0,0,6464,8,0,14,1458,0,467,780,4,0,1024,0,111,0,0,0,589,1,0,1726,0,0,28,0,0,0,38,27,189
17600,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,26,0,0,15,0,0,0,0,0,0,0,0,6478,8,0,14,1438,0,467,797,4,0,1033,0,125,0,0,0,579,0,0,1723,0,0,31,0,0,0,38,24,197
17700,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,26,0,0,15,0,0,0,0,0,0,0,0,6436,9,0,15,1436,0,452,829,4,0,1021,0,113,0,0,0,545,0,0,1729,0,0,34,0,0,0,38,24,187
17800,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,26,0,0,15,0,0,0,0,0,0,0,0,6365,8,0,17,1445,0,456,822,4,0,988,0,93,0,0,0,541,0,0,1715,0,0,33,0,0,0,34,25,184
17900,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,26,0,0,15,0,0,0,0,0,0,0,0,6325,4,0,14,1439,0,421,799,4,0,982,0,102,0,0,0,549,0,0,1726,0,0,40,0,0,0,34,25,186
18000,152,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,21,25,0,0,15,0,0,0,0,0,0,0,0,6274,4,0,17,1431,0,424,781,4,0,976,0,100,0,0,0,552,2,0,1705,0,0,41,0,0,0,35,25,177
18100,153,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,25,0,0,15,0,0,0,0,0,0,0,0,6266,3,0,15,1451,0,416,818,4,0,930,0,100,0,0,0,568,1,0,1690,0,0,44,0,0,0,36,24,166
18200,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6275,3,0,15,1448,0,419,816,4,0,945,0,108,0,0,0,574,1,0,1667,1,0,59,0,0,0,33,23,159
18300,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6322,3,0,16,1444,0,436,801,4,0,971,0,111,0,0,0,576,0,0,1684,1,0,55,0,0,0,34,24,162
18400,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6424,5,0,15,1435,0,456,777,4,0,1021,0,118,0,0,0,577,0,0,1727,1,0,51,0,0,0,35,26,176
18500,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6496,5,0,17,1438,0,454,816,4,0,1039,0,105,0,0,0,582,0,0,1744,1,0,46,0,0,0,39,25,181
18600,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6530,3,0,15,1465,0,448,841,4,0,1022,0,105,0,0,0,574,0,0,1758,1,0,46,0,0,0,38,25,185
18700,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6498,3,0,11,1439,0,445,830,4,0,1023,0,94,0,0,0,581,0,0,1769,0,0,55,0,0,0,35,24,185
18800,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6403,3,0,10,1411,0,444,794,4,0,1007,0,90,0,0,0,570,0,0,1775,0,0,47,0,0,0,34,23,191
18900,148,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,11,0,0,0,0,0,0,0,0,6371,3,0,11,1442,0,458,773,4,0,988,0,95,0,0,0,574,0,0,1741,0,0,32,0,0,0,36,24,190
19000,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6379,3,0,9,1442,0,475,766,4,0,967,0,109,0,0,0,584,0,0,1738,0,0,26,0,0,0,39,24,193
19100,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6424,4,0,8,1456,0,455,786,4,0,988,0,114,0,0,0,599,0,0,1735,0,0,28,0,0,0,38,24,185
19200,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6535,2,0,8,1442,0,465,804,4,0,1004,0,121,0,0,0,617,0,0,1765,0,0,40,0,0,0,36,25,202
19300,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6536,2,0,7,1437,0,453,804,4,0,1008,0,117,0,0,0,606,0,0,1792,0,0,39,0,0,0,35,26,206
19400,150,0,0,0,22,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6435,2,0,7,1415,0,438,808,4,0,983,0,93,0,0,0,595,0,0,1777,0,0,45,0,0,0,34,27,207
19500,149,0,0,0,21,0,30,32,0,0,0,7,0,0,0,0,22,24,0,0,13,0,0,0,0,0,0,0,0,6427,2,0,7,1440,0,430,828,4,0,968,0,86,0,0,0,601,0,0,1766,0,0,51,0,0,0,34,25,185
19600,146,0,0,0,21,0,30,32,0,0,0,7,0,0,0,0,22,23,0,0,11,0,0,0,0,0,0,0,0,6478,2,0,8,1474,0,441,835,4,0,964,0,94,0,0,0,608,2,0,1750,0,0,53,0,0,0,35,24,184
19700,146,0,0,0,21,0,30,32,0,0,0,7,0,0,0,0,22,23,0,0,11,0,0,0,0,0,0,0,0,6480,2,0,8,1439,0,448,834,4,0,971,0,94,0,0,0,599,2,0,1771,0,0,56,0,0,0,35,24,193
19800,150,0,0,0,21,0,30,32,0,0,0,7,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6449,2,0,8,1429,0,455,793,4,0,988,0,93,0,0,0,606,1,0,1773,0,0,48,0,0,0,36,24,189
19900,150,0,0,0,21,0,30,32,0,0,0,7,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6543,2,0,9,1441,0,470,778,4,0,1012,0,111,0,0,0,609,1,0,1792,0,0,49,0,0,0,39,24,202
20000,156,0,0,0,25,0,30,31,0,0,0,10,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6587,2,0,9,1462,0,455,789,4,0,1033,0,125,0,0,0,617,0,0,1771,0,0,57,0,0,0,38,24,201
20100,154,0,0,0,24,0,30,31,0,0,0,9,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6575,2,0,9,1458,0,454,800,4,0,1024,0,120,0,0,0,625,0,0,1774,0,0,42,0,0,0,39,25,199
20200,153,0,0,0,24,0,30,30,0,0,0,9,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6542,2,0,9,1447,0,446,796,4,0,1008,0,111,0,0,0,627,0,0,1761,0,0,51,0,0,0,39,24,217
20300,154,0,0,0,24,0,30,30,0,0,0,9,0,0,0,0,22,24,0,0,15,0,0,0,0,0,0,0,0,6543,2,0,9,1475,0,450,793,4,0,990,0,107,0,0,0,634,0,0,1746,0,0,55,0,0,0,37,24,217
20400,156,0,0,0,22,0,30,35,0,0,0,9,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6554,2,0,9,1471,0,448,792,4,0,989,0,111,0,0,0,639,0,0,1758,0,0,58,0,0,0,37,25,211
20500,155,0,0,0,22,0,30,35,0,0,0,8,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6560,2,0,9,1450,0,453,804,4,0,1008,0,106,0,0,0,619,0,0,1762,0,0,60,0,0,0,35,25,223
20600,155,0,0,0,22,0,30,35,0,0,0,8,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6585,2,0,8,1444,0,460,823,4,0,997,0,118,0,0,0,620,0,0,1772,0,0,53,0,0,0,36,24,224
20700,155,0,0,0,22,0,30,35,0,0,0,8,0,0,0,0,22,23,0,0,15,0,0,0,0,0,0,0,0,6568,2,0,7,1452,0,471,814,4,0,995,0,107,0,0,0,635,0,0,1758,0,0,48,0,0,0,36,25,214
20800,156,0,0,0,21,0,30,35,0,0,0,8,0,0,0,0,22,23,0,0,17,0,0,0,0,0,0,0,0,6546,2,0,6,1435,0,482,785,4,0,989,0,106,0,0,0,636,0,0,1760,0,0,46,0,0,0,36,25,234
20900,155,0,0,0,21,0,29,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6555,2,0,6,1461,0,464,786,4,0,992,0,106,0,0,0,637,0,0,1783,0,0,44,0,0,0,34,25,211
21000,155,0,0,0,21,0,29,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6616,2,0,6,1454,0,443,796,4,0,1002,0,110,0,0,0,664,0,0,1804,0,0,50,0,0,0,37,24,220
21100,154,0,0,0,21,0,28,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6712,2,0,6,1446,0,455,827,4,0,996,0,113,0,0,0,681,0,0,1832,0,0,61,0,0,0,35,24,230
21200,153,0,0,0,20,0,28,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6674,2,0,6,1432,0,441,836,4,0,1000,0,111,0,0,0,654,0,0,1817,0,0,68,0,0,0,35,24,244
21300,153,0,0,0,20,0,28,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6624,2,0,6,1446,0,421,825,4,0,993,0,112,0,0,0,650,0,0,1803,0,0,62,0,0,0,34,24,242
21400,153,0,0,0,20,0,28,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6564,2,0,7,1459,0,443,807,4,0,954,0,110,0,0,0,644,0,0,1786,0,0,62,0,0,0,35,25,226
21500,151,0,0,0,20,0,26,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6530,2,0,7,1474,0,454,808,4,0,920,0,117,0,0,0,643,0,0,1765,0,0,72,0,0,0,35,25,204
21600,151,0,0,0,20,0,26,34,0,0,0,8,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6481,2,0,7,1454,0,453,798,4,0,927,0,111,0,0,0,654,0,0,1750,0,0,70,0,0,0,33,25,193
21700,153,0,0,0,20,0,26,34,0,0,0,10,0,0,0,0,22,24,0,0,17,0,0,0,0,0,0,0,0,6485,2,0,9,1424,0,468,804,4,0,934,0,118,0,0,0,661,0,0,1766,0,0,61,0,0,0,32,24,178
21800,152,0,0,0,20,0,26,34,0,0,0,10,0,0,0,0,22,24,0,0,16,0,0,0,0,0,0,0,0,6596,2,0,11,1446,0,485,819,4,0,942,0,120,0,0,0,683,0,0,1789,0,0,47,0,0,0,36,24,188
21900,155,0,0,0,20,0,25,34,0,0,0,10,0,0,0,0,27,23,0,0,16,0,0,0,0,0,0,0,0,6724,2,0,12,1468,0,486,823,4,0,1001,0,124,0,0,0,665,0,0,1830,0,0,47,0,0,0,33,24,205
22000,155,0,0,0,20,0,25,34,0,0,0,10,0,0,0,0,27,23,0,0,16,0,0,0,0,0,0,0,0,6762,2,0,13,1434,0,453,814,4,0,1030,0,129,0,0,0,663,0,0,1882,0,0,63,0,0,0,33,24,218
