tick,entity_total,Arctic Fox,Bear,Boar,Camel,Crocodile,Deer,Elk,Faeling,Fish,Fox,Frog,Hawk,Jaguar,Lizard,Monkey,Musk Ox,Parrot,Penguin,Polar Bear,Rabbit,Scorpion,Sectid,Shark,Shroomer,Snake,Tapir,Turtle,Wolf,stat_total,stat_Arctic Fox,stat_Bear,stat_Boar,stat_Camel,stat_Crocodile,stat_Deer,stat_Elk,stat_Faeling,stat_Fish,stat_Fox,stat_Frog,stat_Hawk,stat_Jaguar,stat_Lizard,stat_Monkey,stat_Musk Ox,stat_Parrot,stat_Penguin,stat_Polar Bear,stat_Rabbit,stat_Scorpion,stat_Sectid,stat_Shark,stat_Shroomer,stat_Snake,stat_Tapir,stat_Turtle,stat_Wolf
1300,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,10,0,0,0,0,0,0,0,0,1255,7,3,3,28,6,199,274,4,297,15,5,9,5,13,12,96,8,0,3,5,10,78,3,105,9,17,26,15
1400,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,10,0,0,0,0,0,0,0,0,1336,7,3,3,30,4,203,284,4,350,15,4,8,5,12,11,107,7,0,2,4,11,83,3,105,10,17,28,16
1500,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,10,0,0,0,0,0,0,0,0,1424,7,3,3,31,4,212,292,4,410,15,4,9,5,11,13,109,6,0,2,3,11,89,3,105,10,18,29,16
1600,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,10,0,0,0,0,0,0,0,0,1600,7,3,3,36,4,220,321,4,513,15,4,9,5,12,14,115,6,0,2,3,12,106,3,106,10,19,33,15
1700,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,10,0,0,0,0,0,0,0,0,1719,8,3,3,36,4,229,340,4,596,14,4,10,5,12,14,115,6,0,2,2,13,113,3,106,11,19,33,14
1800,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,10,0,0,0,0,0,0,0,0,1859,8,3,2,38,4,235,367,4,682,14,4,10,5,12,14,119,5,0,2,2,13,132,2,107,10,19,33,13
1900,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,10,0,0,0,0,0,0,0,0,1977,7,3,2,37,4,224,392,4,759,13,4,9,5,12,14,121,4,0,2,2,13,163,2,105,11,20,32,13
2000,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,20,0,0,0,0,0,0,0,0,2121,7,3,2,36,4,235,413,4,832,13,3,9,5,11,14,133,4,0,1,2,13,193,2,106,12,19,32,13
2100,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,22,0,0,0,0,0,0,0,0,2257,8,3,2,38,4,243,437,4,884,12,2,9,5,11,13,148,3,0,1,1,13,234,2,105,11,19,32,13
2200,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,2451,8,3,2,41,4,269,458,4,963,12,2,9,5,10,13,168,3,0,1,0,14,274,2,108,12,20,32,14
2300,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,2545,8,3,2,41,4,268,477,4,989,13,3,9,5,9,11,179,3,0,1,0,14,312,2,108,12,21,33,14
2400,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,2637,12,3,2,42,4,278,503,4,1005,13,2,9,5,10,11,180,3,0,1,0,15,346,2,106,12,21,33,15
2500,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,2797,12,3,2,43,4,273,548,4,1053,13,2,9,5,9,13,182,2,0,1,0,17,416,2,103,15,19,32,15
2600,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,2949,18,4,2,43,4,295,570,4,1110,13,2,9,6,9,12,181,2,0,1,0,17,462,2,103,15,18,32,15
2700,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,3081,19,4,2,45,4,299,574,4,1171,13,1,9,6,7,11,191,2,0,1,0,17,510,2,105,16,19,32,17
2800,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,3186,23,4,2,50,4,315,570,4,1196,13,1,10,7,7,11,203,2,0,1,0,17,559,2,103,16,18,31,17
2900,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,24,0,0,0,0,0,0,0,0,3272,30,4,2,52,4,328,577,4,1222,12,1,10,7,7,10,197,2,0,1,0,17,597,2,103,16,18,32,17
3000,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,23,0,0,0,0,0,0,0,0,3448,37,4,2,56,4,338,611,4,1288,12,0,10,7,7,11,204,3,0,1,1,17,645,2,101,17,18,30,18
3100,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,23,0,0,0,0,0,0,0,0,3681,46,4,2,63,4,354,622,4,1389,12,0,11,8,5,10,213,2,0,1,1,19,722,2,102,18,18,31,18
3200,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,25,0,0,0,0,0,0,0,0,3818,51,4,2,69,4,365,636,3,1459,12,0,12,8,5,10,210,1,0,1,1,19,757,2,102,18,19,31,17
3300,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,25,0,0,0,0,0,0,0,0,3912,59,4,2,74,4,375,615,3,1527,12,0,12,8,6,8,211,1,0,1,1,19,777,2,103,18,18,32,20
3400,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,25,0,0,0,0,0,0,0,0,4125,67,4,2,81,4,385,618,3,1616,11,0,13,9,5,9,215,3,0,1,1,19,864,2,100,21,18,34,20
3500,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,25,0,0,0,0,0,0,0,0,4311,76,4,2,96,4,393,639,3,1671,10,0,13,9,5,10,232,1,0,1,1,20,925,2,100,22,17,34,21
3600,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,24,0,0,0,0,0,0,0,0,4402,78,4,2,102,4,382,622,3,1708,10,0,14,9,5,11,234,1,0,1,2,21,986,2,100,23,19,33,26
3700,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,24,0,0,0,0,0,0,0,0,4589,93,4,2,119,4,408,626,3,1754,10,0,15,9,4,9,240,0,0,1,1,22,1061,2,92,23,18,35,34
3800,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,24,0,0,0,0,0,0,0,0,4741,104,4,2,134,4,417,606,3,1782,10,0,16,9,4,10,250,0,0,1,1,23,1152,2,90,24,18,35,40
3900,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,24,0,0,0,0,0,0,0,0,4861,110,4,2,142,4,408,637,3,1769,10,0,16,9,3,10,248,2,0,1,1,24,1251,2,88,25,18,34,40
4000,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,24,0,0,0,0,0,0,0,0,4961,129,4,2,163,4,390,666,3,1701,10,0,17,9,3,10,266,1,0,1,0,24,1339,2,84,25,17,34,57
4100,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,24,0,0,0,0,0,0,0,0,5038,137,4,3,182,3,396,673,3,1666,10,0,18,10,4,9,268,0,0,1,0,24,1400,2,85,25,17,32,66
4200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,23,0,0,0,0,0,0,0,0,5031,139,4,2,192,3,398,675,3,1614,10,0,18,10,4,7,276,0,0,1,2,24,1404,2,84,26,18,32,83
4300,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,23,0,0,0,0,0,0,0,0,5056,141,3,2,211,3,397,667,3,1581,10,0,20,11,5,6,273,0,0,1,2,23,1431,2,80,27,20,31,106
4400,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,23,0,0,0,0,0,0,0,0,5033,152,2,2,231,3,410,666,3,1500,11,0,21,11,5,6,272,0,0,1,2,23,1444,2,74,28,21,30,113
4500,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,23,0,0,0,0,0,0,0,0,4987,153,2,2,247,3,415,682,3,1344,11,0,22,11,5,5,281,0,0,0,2,24,1487,2,73,29,22,30,132
4600,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,23,0,0,0,0,0,0,0,0,4827,157,2,2,264,3,411,679,3,1151,10,0,21,11,4,6,276,0,0,0,1,25,1510,2,65,31,22,29,142
4700,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,23,0,0,0,0,0,0,0,0,4736,160,2,2,276,3,427,670,2,1027,10,0,21,11,3,7,288,0,0,0,1,25,1496,2,64,33,23,31,152
4800,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,0,23,0,0,0,0,0,0,0,0,4629,172,1,2,305,3,428,647,2,901,9,0,20,11,3,8,291,0,0,0,1,25,1488,2,62,35,23,31,159
4900,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,0,23,0,0,0,0,0,0,0,0,4438,176,1,2,331,3,403,668,2,727,8,0,19,11,3,6,308,0,0,0,1,26,1435,2,58,40,22,32,154
5000,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,0,0,23,0,0,0,0,0,0,0,0,4244,182,1,1,354,3,372,680,2,607,8,0,19,11,4,5,322,0,0,0,1,26,1332,1,54,46,21,32,160
5100,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,0,0,22,0,0,0,0,0,0,0,0,4152,171,1,0,361,2,379,700,2,514,8,0,18,11,4,6,326,0,0,0,1,27,1310,1,49,51,20,32,158
5200,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,0,0,22,0,0,0,0,0,0,0,0,4108,171,1,0,384,2,392,703,2,419,7,0,16,11,3,5,340,0,0,0,1,27,1277,2,46,59,21,32,187
5300,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,0,0,22,0,0,0,0,0,0,0,0,4118,184,1,0,421,2,389,688,2,352,7,0,23,11,4,6,352,0,0,0,1,27,1276,2,42,65,20,31,212
5400,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,22,0,0,0,0,0,0,0,0,4155,190,1,0,438,2,406,702,2,291,8,0,29,11,4,6,355,0,0,0,1,27,1274,2,38,75,21,31,241
5500,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,22,0,0,0,0,0,0,0,0,4180,201,1,0,463,2,419,720,2,213,8,0,27,10,2,4,371,0,0,0,0,27,1273,2,35,87,20,29,264
5600,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,22,0,0,0,0,0,0,0,0,4183,210,1,0,498,2,426,714,2,155,8,0,33,9,2,4,358,0,0,0,0,26,1254,2,34,102,20,29,294
5700,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4104,208,1,0,533,2,420,711,2,109,8,0,37,8,1,4,354,0,0,0,0,23,1210,2,33,111,18,28,281
5800,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4050,200,1,0,566,2,425,729,2,62,8,0,51,7,2,2,372,0,0,0,0,21,1129,2,30,131,20,29,259
5900,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4100,214,1,0,587,2,432,745,2,36,8,0,57,7,1,2,366,0,0,0,0,22,1140,2,29,144,19,28,256
6000,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4205,229,1,0,613,2,454,766,2,20,8,0,64,5,1,2,368,0,0,0,0,23,1161,2,27,158,19,28,252
6100,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4448,264,1,0,627,2,468,794,2,14,7,0,78,5,0,2,368,0,0,0,0,24,1258,2,23,179,20,25,285
6200,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4644,315,1,0,642,2,464,795,2,10,7,0,91,5,0,1,390,0,0,0,0,24,1321,2,21,197,19,25,310
6300,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,24,0,0,0,0,0,0,0,0,4789,369,1,0,650,2,475,786,2,7,7,0,107,5,0,1,395,0,0,0,0,24,1349,2,17,215,18,26,331
6400,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,0,24,0,0,0,0,0,0,0,0,4852,378,1,0,656,2,472,799,2,6,6,0,129,5,0,1,408,0,0,0,0,24,1324,2,17,236,17,26,341
6500,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,24,0,0,0,0,0,0,0,0,4885,373,1,0,669,2,477,803,2,3,6,0,145,5,0,1,406,0,0,0,0,24,1318,2,16,244,18,27,343
6600,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,0,24,0,0,0,0,0,0,0,0,4974,383,1,0,679,2,483,820,2,2,6,0,180,4,0,1,426,1,0,0,0,24,1314,2,15,255,18,26,330
6700,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,0,23,0,0,0,0,0,0,0,0,5044,427,1,0,696,2,496,827,2,1,6,0,215,3,0,1,429,1,0,0,1,24,1264,2,12,258,17,26,333
6800,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,0,0,23,0,0,0,0,0,0,0,0,5055,445,1,0,688,2,506,844,2,0,6,0,251,3,0,1,424,0,0,0,1,23,1223,2,10,242,18,27,336
6900,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,23,0,0,0,0,0,0,0,0,5111,474,1,0,697,2,513,858,2,0,6,0,284,3,0,1,425,1,0,0,1,21,1206,2,9,224,17,27,337
7000,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,23,0,0,0,0,0,0,0,0,5133,499,1,0,732,2,513,846,2,0,6,0,332,3,0,1,437,1,0,0,1,19,1137,2,9,199,16,26,349
7100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,23,0,0,0,0,0,0,0,0,5104,512,1,0,749,2,519,833,2,0,6,0,375,3,0,1,427,1,0,0,0,15,1089,2,8,183,16,24,336
7200,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,23,0,0,0,0,0,0,0,0,5064,529,1,0,770,2,499,796,1,0,6,0,437,3,0,4,430,0,0,0,0,14,1028,2,6,173,15,22,326
7300,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,23,0,0,0,0,0,0,0,0,5046,552,1,0,775,2,496,799,1,0,6,0,503,3,0,4,451,0,0,0,0,14,925,2,6,166,16,22,302
7400,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,23,0,0,0,0,0,0,0,0,5072,565,1,0,805,1,512,793,1,0,6,0,546,2,0,2,439,0,0,0,0,12,888,1,6,165,19,21,287
7500,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,23,0,0,0,0,0,0,0,0,5135,577,1,0,812,1,531,788,1,0,6,0,599,1,0,2,436,2,0,0,0,9,868,1,6,158,18,20,298
7600,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,23,0,0,0,0,0,0,0,0,5230,623,1,0,816,0,533,822,1,0,6,0,665,1,0,1,446,1,0,0,0,7,789,0,5,155,18,22,318
7700,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,23,0,0,0,0,0,0,0,0,5260,637,1,0,837,0,538,824,1,0,6,0,694,1,0,1,446,1,0,0,0,7,757,0,5,140,18,20,326
7800,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,23,0,0,0,0,0,0,0,0,5347,658,1,0,864,0,510,847,1,0,6,0,742,1,0,1,463,1,0,0,0,6,725,0,4,131,18,21,347
7900,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,25,0,0,0,0,0,0,0,0,5416,689,1,0,872,0,532,847,1,0,6,0,790,1,0,2,467,1,0,0,0,6,681,0,3,107,16,21,373
8000,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,18,0,0,24,0,0,0,0,0,0,0,0,5449,725,1,0,873,0,525,804,1,0,5,0,828,1,0,1,474,5,0,0,1,6,695,0,1,92,16,22,373
8100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,24,0,0,0,0,0,0,0,0,5375,751,1,0,866,0,521,793,1,0,5,0,859,1,0,1,453,2,0,0,1,4,621,0,1,87,16,22,369
8200,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,0,0,24,0,0,0,0,0,0,0,0,5312,737,1,0,902,0,510,797,1,0,5,0,904,1,0,1,444,2,0,0,1,2,508,0,1,73,16,22,384
8300,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,24,0,0,0,0,0,0,0,0,5333,709,1,0,887,0,539,818,1,0,10,0,944,1,0,1,460,0,0,0,1,1,475,0,0,72,15,22,376
8400,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,24,0,0,24,0,0,0,0,0,0,0,0,5376,691,1,0,898,0,545,824,1,0,9,0,984,1,0,1,464,0,0,0,0,1,465,0,0,67,16,21,387
8500,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,24,0,0,0,0,0,0,0,0,5457,706,1,0,897,0,559,829,1,0,8,0,1039,1,0,1,453,1,0,0,0,1,482,0,0,59,15,21,383
8600,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,25,0,0,0,0,0,0,0,0,5516,752,0,0,916,0,550,846,1,0,7,0,1068,1,0,0,458,1,0,0,1,1,435,0,0,57,14,21,387
8700,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23,0,0,24,0,0,0,0,0,0,0,0,5471,754,0,0,923,0,560,821,1,0,7,0,1084,1,0,0,461,1,0,0,2,1,385,0,0,42,13,22,393
8800,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,23,0,0,0,0,0,0,0,0,5512,763,0,0,936,0,570,789,1,0,7,0,1124,1,0,1,482,1,0,0,2,1,359,0,0,32,16,19,408
8900,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,23,0,0,0,0,0,0,0,0,5560,745,0,0,956,0,577,802,1,0,7,0,1144,1,0,1,494,1,0,0,2,1,354,0,0,30,17,19,408
9000,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,0,22,0,0,0,0,0,0,0,0,5622,729,0,0,956,0,577,825,1,0,7,0,1171,1,0,2,517,1,0,0,3,1,340,0,0,30,18,19,424
9100,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,22,0,0,0,0,0,0,0,0,5646,723,0,0,940,0,560,817,1,0,7,0,1223,1,0,3,517,2,0,0,3,1,330,0,0,34,17,21,446
9200,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,22,0,0,0,0,0,0,0,0,5658,715,0,0,974,0,577,825,1,0,7,0,1248,1,0,2,500,1,0,0,1,1,295,0,0,35,17,18,440
9300,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,23,0,0,0,0,0,0,0,0,5711,744,0,0,994,0,573,828,1,0,6,0,1251,1,0,2,514,1,0,0,2,1,277,0,0,33,17,18,448
9400,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,0,23,0,0,0,0,0,0,0,0,5801,760,0,0,1004,0,585,845,1,0,6,0,1281,1,0,2,518,1,0,0,2,1,270,0,0,36,16,18,454
9500,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,23,0,0,0,0,0,0,0,0,5840,781,0,0,996,0,582,849,1,0,6,0,1280,1,0,1,532,2,0,0,2,1,265,0,0,39,16,19,467
9600,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,22,0,0,0,0,0,0,0,0,5923,792,0,0,1018,0,601,831,1,0,5,0,1275,1,0,1,543,1,0,0,3,1,281,0,0,38,15,20,496
9700,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,22,0,0,0,0,0,0,0,0,5913,800,0,0,1039,0,595,813,1,0,5,0,1252,1,0,2,546,1,0,0,1,1,266,0,0,41,15,18,516
9800,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,22,0,0,0,0,0,0,0,0,5872,812,0,0,1062,0,591,812,1,0,5,0,1230,1,0,2,534,2,0,0,1,1,219,0,0,38,15,19,527
9900,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,22,0,0,0,0,0,0,0,0,5918,823,0,0,1059,0,581,844,1,0,5,0,1246,1,0,1,537,1,0,0,1,1,192,0,0,39,16,20,550
10000,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,0,0,22,0,0,0,0,0,0,0,0,6009,864,0,0,1083,0,565,864,1,0,5,0,1234,1,0,1,549,1,0,0,1,1,189,0,0,42,16,20,572
10100,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,0,22,0,0,0,0,0,0,0,0,6037,885,0,0,1111,0,555,838,1,0,5,0,1217,1,0,2,552,2,0,0,0,1,204,0,0,39,16,18,590
10200,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,22,0,0,0,0,0,0,0,0,6023,899,0,0,1106,0,578,828,1,0,5,0,1200,0,0,2,547,2,0,0,0,1,194,0,0,44,15,17,584
10300,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,22,0,0,0,0,0,0,0,0,6021,936,0,0,1114,0,600,806,1,0,3,0,1171,0,0,1,546,1,0,0,0,1,170,0,0,46,15,15,595
10400,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,22,0,0,0,0,0,0,0,0,6112,940,0,0,1165,0,618,819,1,0,3,0,1165,0,0,1,555,0,0,0,0,0,151,0,0,42,18,16,618
10500,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,22,0,0,0,0,0,0,0,0,6157,953,0,0,1173,0,600,831,1,0,3,0,1148,0,0,1,566,0,0,0,0,0,159,0,0,45,18,16,643
10600,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,0,0,22,0,0,0,0,0,0,0,0,6147,938,0,0,1139,0,586,850,1,0,3,0,1126,0,0,1,596,0,0,0,0,0,126,0,0,52,17,17,695
10700,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,22,0,0,0,0,0,0,0,0,6151,952,0,0,1163,0,578,831,1,0,3,0,1121,0,0,2,574,0,0,0,0,0,115,0,0,57,18,18,718
10800,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,22,0,0,0,0,0,0,0,0,6177,958,0,0,1219,0,581,828,1,0,3,0,1112,0,0,1,546,0,0,0,0,0,98,0,0,58,19,19,734
10900,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,22,0,0,0,0,0,0,0,0,6157,962,0,0,1189,0,610,816,1,0,3,0,1078,0,0,1,543,0,0,0,0,0,102,0,0,63,17,19,753
