tick,entity_total,Arctic Fox,Bear,Boar,Camel,Crocodile,Deer,Elk,Faeling,Fish,Fox,Frog,Hawk,Jaguar,Lizard,Monkey,Musk Ox,Parrot,Penguin,Polar Bear,Rabbit,Scorpion,Sectid,Shark,Shroomer,Snake,Tapir,Turtle,Wolf,stat_total,stat_Arctic Fox,stat_Bear,stat_Boar,stat_Camel,stat_Crocodile,stat_Deer,stat_Elk,stat_Faeling,stat_Fish,stat_Fox,stat_Frog,stat_Hawk,stat_Jaguar,stat_Lizard,stat_Monkey,stat_Musk Ox,stat_Parrot,stat_Penguin,stat_Polar Bear,stat_Rabbit,stat_Scorpion,stat_Sectid,stat_Shark,stat_Shroomer,stat_Snake,stat_Tapir,stat_Turtle,stat_Wolf
27900,2483,0,0,155,141,2,239,287,2,83,0,73,0,9,180,182,153,214,100,15,124,0,0,12,282,0,164,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28000,2483,0,0,153,141,2,239,287,2,82,0,73,0,9,183,182,152,215,101,15,124,0,0,12,282,0,164,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28100,2483,0,0,154,140,2,242,286,2,82,0,74,0,9,186,181,151,219,102,15,124,0,0,12,281,0,156,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28200,2483,0,0,153,141,1,242,286,2,84,0,73,0,9,184,183,151,216,102,15,126,0,0,12,284,0,154,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28300,2482,0,0,153,141,1,242,287,2,83,0,75,0,9,186,183,151,215,102,15,124,0,0,12,284,0,153,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28400,2483,0,0,153,141,1,245,287,2,83,0,75,0,9,185,184,150,219,101,15,123,0,0,12,282,0,153,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28500,2483,0,0,148,142,1,245,288,2,84,0,73,0,9,181,186,150,220,103,15,126,0,0,12,280,0,154,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28600,2483,0,0,148,142,1,244,288,2,85,0,72,0,9,181,187,153,220,103,15,124,0,0,12,279,0,154,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28700,2483,0,0,147,144,1,245,287,2,84,0,73,0,9,184,188,151,220,106,16,123,0,0,12,277,0,150,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28800,2483,0,0,148,144,1,245,287,2,84,0,72,0,9,184,189,147,223,108,16,123,0,0,12,279,0,146,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28900,2483,0,0,147,143,1,243,287,2,83,0,72,0,9,185,191,146,228,108,16,123,0,0,12,279,0,145,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000,2482,0,0,145,142,1,245,285,2,85,0,73,0,9,186,191,147,227,108,15,121,0,0,12,276,0,148,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29100,2483,0,0,147,142,1,245,285,2,85,0,72,0,9,185,191,146,227,109,15,122,0,0,12,275,0,149,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29200,2482,0,0,147,143,1,245,284,2,84,0,72,0,9,187,189,146,228,110,15,122,0,0,12,274,0,148,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29300,2482,0,0,150,144,1,244,283,2,83,0,74,0,9,184,189,146,228,110,15,122,0,0,12,275,0,147,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29400,2483,0,0,146,142,1,245,285,2,84,0,75,0,9,183,190,149,229,110,15,122,0,0,12,274,0,146,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29500,2483,0,0,146,141,1,244,285,2,85,0,75,0,9,183,191,145,231,112,15,120,0,0,12,273,0,148,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29600,2483,0,0,145,140,1,245,286,2,85,0,75,0,9,181,193,145,233,112,15,120,0,0,12,272,0,148,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29700,2482,0,0,145,139,1,246,283,2,85,0,75,0,8,181,196,144,235,110,15,120,0,0,13,270,0,151,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29800,2483,0,0,147,140,2,244,281,2,85,0,79,0,8,178,197,145,235,111,15,118,0,0,13,268,0,151,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29900,2483,0,0,149,139,2,243,281,2,85,0,77,0,8,181,199,145,233,111,16,118,0,0,13,267,0,150,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,2483,0,0,149,139,2,244,284,2,85,0,76,0,8,179,198,145,234,111,16,118,0,0,13,267,0,149,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30100,2483,0,0,150,139,2,239,287,2,85,0,76,0,8,182,201,140,234,111,16,120,0,0,13,269,0,146,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30200,2483,0,0,149,137,2,240,288,2,85,0,75,0,8,181,203,139,232,113,16,120,0,0,13,271,0,146,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30300,2483,0,0,151,137,2,240,292,2,83,0,76,0,8,177,200,137,234,117,16,118,0,0,13,270,0,147,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30400,2483,0,0,152,138,2,239,293,2,82,0,74,0,9,177,201,134,235,118,16,118,0,0,13,270,0,147,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30500,2483,0,0,152,138,2,242,291,2,80,0,73,0,9,178,203,134,235,119,16,117,0,0,13,269,0,147,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30600,2483,0,0,152,138,2,242,293,2,80,0,72,0,9,175,204,132,236,120,16,115,0,0,13,273,0,146,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30700,2483,0,0,154,138,2,237,291,2,81,0,72,0,9,175,206,131,238,120,16,115,0,0,13,273,0,148,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30800,2482,0,0,156,139,2,236,290,2,77,0,72,0,9,175,204,133,239,121,16,114,0,0,13,273,0,149,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30900,2483,0,0,157,137,2,233,288,2,78,0,71,0,9,173,205,134,240,124,16,114,0,0,14,272,0,151,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,2483,0,0,157,137,2,233,290,2,79,0,71,0,9,173,207,132,237,123,16,114,0,0,14,272,0,152,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31100,2483,0,0,157,137,2,234,289,2,80,0,71,0,9,177,206,130,237,124,15,114,0,0,14,271,0,151,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31200,2482,0,0,158,135,2,232,289,2,80,0,71,0,10,175,207,130,241,125,15,113,0,0,14,271,0,149,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31300,2483,0,0,158,135,2,232,289,2,80,0,72,0,10,175,208,128,240,127,16,112,0,0,14,270,0,150,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31400,2481,0,0,158,134,2,225,289,2,82,0,71,0,10,175,209,128,240,127,16,113,0,0,15,271,0,151,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31500,2483,0,0,159,136,2,225,289,2,82,0,69,0,9,177,210,127,242,127,16,113,0,0,15,270,0,150,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,2482,0,0,159,136,2,225,289,2,82,0,71,0,9,175,210,126,240,128,16,110,0,0,15,271,0,153,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31700,2483,0,0,162,134,2,222,290,2,82,0,70,0,9,172,208,126,244,128,17,110,0,0,15,273,0,154,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31800,2483,0,0,162,135,2,223,290,2,81,0,72,0,9,170,208,127,245,130,17,107,0,0,15,273,0,152,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31900,2483,0,0,161,135,2,222,290,2,83,0,73,0,9,171,209,125,244,133,17,105,0,0,15,272,0,152,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000,2482,0,0,160,137,2,220,290,2,81,0,73,0,9,172,210,124,245,134,17,105,0,0,16,271,0,151,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32100,2483,0,0,164,136,2,218,290,2,84,0,73,0,9,169,209,125,244,138,17,103,0,0,16,269,0,152,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32200,2483,0,0,164,135,2,217,289,2,83,0,73,0,9,171,210,125,246,138,17,102,0,0,16,268,0,153,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
