tick,event,species,entity_id,x,y,detail
0,hunt_start,Sectid,29,186,5,175,6,target:Rabbit:227
0,hunt_start,Sectid,30,184,4,176,7,target:Rabbit:227
0,hunt_start,Sectid,31,187,8,177,6,target:Rabbit:227
0,hunt_start,Sectid,32,187,7,175,5,target:Rabbit:227
0,hunt_start,Sectid,33,187,8,173,4,target:Rabbit:227
0,hunt_start,Sectid,37,357,9,437,5,target:Boar:920
0,hunt_start,Sectid,41,122,4,227,9,target:Rabbit:180
0,hunt_start,Sectid,42,117,2,230,4,target:Rabbit:182
0,hunt_start,Sectid,43,118,2,230,6,target:Rabbit:182
0,hunt_start,Sectid,44,117,0,226,4,target:Rabbit:182
0,hunt_start,Sectid,45,122,6,224,9,target:Rabbit:180
0,hunt_start,Sectid,71,383,7,176,2,target:Arctic Fox:968
0,hunt_start,Wolf,862,320,4,242,4,target:Sectid:59
0,hunt_start,Wolf,866,415,7,103,3,target:Deer:108
0,hunt_start,Wolf,878,371,5,171,5,target:Turtle:374
0,hunt_start,Fox,888,450,5,225,5,target:Rabbit:169
0,hunt_start,Fox,896,144,5,197,5,target:Monkey:637
0,hunt_start,Boar,920,364,5,437,5,target:Sectid:37
0,hunt_start,Bear,924,106,5,304,5,target:Frog:334
0,hunt_start,Hawk,930,214,5,444,5,target:Sectid:5
0,hunt_start,Scorpion,940,510,5,313,5,target:Lizard:466
0,hunt_start,Polar Bear,957,83,5,225,5,target:Deer:85
0,hunt_start,Arctic Fox,962,485,5,132,5,target:Rabbit:191
0,hunt_start,Jaguar,971,195,5,192,5,target:Rabbit:211
0,hunt_start,Jaguar,972,130,5,157,5,target:Tapir:744
0,reproduce,Deer,101,483,5,366,5,offspring:1
0,reproduce,Deer,104,484,0,366,1,offspring:1
0,reproduce,Deer,124,405,1,172,3,offspring:1
0,reproduce,Deer,130,55,4,135,3,offspring:1
0,reproduce,Deer,143,308,1,215,9,offspring:1
0,reproduce,Rabbit,171,487,6,237,0,offspring:2
0,reproduce,Rabbit,176,366,5,503,5,offspring:2
0,reproduce,Rabbit,179,368,8,503,9,offspring:2
0,reproduce,Rabbit,180,122,5,228,5,offspring:2
0,reproduce,Rabbit,195,402,4,78,9,offspring:2
0,reproduce,Rabbit,249,455,7,393,8,offspring:2
0,reproduce,Rabbit,256,203,5,458,8,offspring:2
0,reproduce,Fish,266,8,6,167,3,offspring:2
0,reproduce,Fish,270,280,5,330,5,offspring:2
0,reproduce,Fish,274,279,4,331,6,offspring:2
0,reproduce,Fish,276,280,7,330,6,offspring:2
0,reproduce,Fish,278,283,0,330,3,offspring:2
0,reproduce,Fish,283,4,1,40,3,offspring:2
0,reproduce,Fish,284,3,8,39,8,offspring:2
0,reproduce,Fish,294,217,9,101,9,offspring:2
0,reproduce,Fish,297,215,5,99,6,offspring:2
0,reproduce,Fish,305,68,8,235,5,offspring:2
0,reproduce,Frog,309,76,5,170,5,offspring:2
0,reproduce,Frog,315,151,3,275,0,offspring:2
0,reproduce,Frog,316,247,5,151,5,offspring:2
0,reproduce,Frog,320,416,1,249,1,offspring:2
0,reproduce,Frog,326,364,5,83,5,offspring:2
0,reproduce,Frog,329,121,1,421,6,offspring:2
0,reproduce,Frog,335,502,5,116,5,offspring:2
0,reproduce,Frog,339,76,5,277,5,offspring:2
0,reproduce,Turtle,355,469,9,99,6,offspring:1
0,reproduce,Elk,387,473,4,462,5,offspring:1
0,reproduce,Elk,394,32,8,1,9,offspring:1
0,reproduce,Elk,396,31,5,3,4,offspring:1
0,reproduce,Elk,417,164,6,335,7,offspring:1
0,reproduce,Elk,418,163,6,336,4,offspring:1
0,reproduce,Elk,421,165,0,335,2,offspring:1
0,reproduce,Elk,429,119,5,403,7,offspring:1
0,reproduce,Elk,431,137,3,161,5,offspring:1
0,reproduce,Elk,439,139,4,161,3,offspring:1
0,reproduce,Elk,442,288,6,41,2,offspring:1
0,reproduce,Elk,444,288,0,40,4,offspring:1
0,reproduce,Elk,445,287,8,38,1,offspring:1
0,reproduce,Elk,447,287,6,38,9,offspring:1
0,reproduce,Elk,452,479,5,397,4,offspring:1
0,reproduce,Lizard,464,328,5,153,0,offspring:2
0,reproduce,Lizard,467,179,5,299,5,offspring:2
0,reproduce,Lizard,473,318,5,158,3,offspring:2
0,reproduce,Lizard,479,67,2,346,4,offspring:2
0,reproduce,Lizard,481,273,5,118,5,offspring:2
0,reproduce,Lizard,482,273,7,118,4,offspring:2
0,reproduce,Lizard,485,88,0,23,8,offspring:2
0,reproduce,Lizard,490,251,6,117,5,offspring:2
0,reproduce,Camel,507,292,1,81,5,offspring:1
